tz16_code,tz16_name,sa2_name16,sa2_main16,sa2_5dig16,sa3_name16,sa3_code16,sa4_name16,sa4_code16,lga_name16,lga_code16,gcc_name16,gcc_code16,gsc_distri,mb_cat16,albers_ha,Metro Stage,GIC_AreaName,GIC_Precinct_190919,PIFGA_Precinct,SGS_CoDBC_UrbanType190924,SGS_CoDBC_Precincts190924,SGS_CoDBC_SubPrecinct190924,ERP_2016,ERP_2021,ERP_2026,ERP_2031,ERP_2036,ERP_2041,ERP_2046,ERP_2051,ERP_2056,EMP_2016,EMP_2021,EMP_2026,EMP_2031,EMP_2036,EMP_2041,EMP_2046,EMP_2051,EMP_2056
1853,Willoughby_Edward St and Artarmon Rd,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,58.18861318,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,711","2,819","2,922","3,065","3,251","3,379","3,529","3,695","3,843","1,696","1,749","1,769","1,801","1,819","1,838","1,860","1,882","1,912"
1854,Willoughby,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,55.05629266,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,343","2,367","2,391","2,424","2,475","2,548","2,618","2,685","2,790",686,717,754,785,823,853,878,902,927
1855,Northbridge Plaza,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,61.43585159,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,703","1,782","1,865","1,988","2,158","2,325","2,516","2,729","2,843",945,962,986,"1,023","1,066","1,101","1,133","1,162","1,194"
1856,War Memorial Northbridge,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,145.0459616,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,886","2,899","2,912","2,930","2,970","3,090","3,204","3,314","3,444",445,456,478,493,512,529,542,554,568
1857,Northbridge,Willoughby - Castle Cove - Northbridge,121011402,11402,Chatswood - Lane Cove,12101,Sydney - North Sydney and Hornsby,121,Willoughby (C),18250,Greater Sydney,1GSYD,North,Residential,72.26144545,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,041","2,080","2,118","2,171","2,241","2,297","2,360","2,430","2,525",696,721,748,778,810,835,860,883,907
1900,Cammeray_West St and Amherst St,Cremorne - Cammeray,121041413,11413,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,25.31405312,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,734","1,780","1,820","1,865","1,962","2,109","2,248","2,374","2,500",823,844,868,922,982,"1,043","1,096","1,141","1,186"
1901,Cremorne_Lodge Rd and Ellalong Rd,Cremorne - Cammeray,121041413,11413,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,38.46379658,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,735","1,780","1,835","1,893","2,071","2,333","2,544","2,744","2,892",244,259,269,285,302,319,334,346,358
1902,Cammeray,Cremorne - Cammeray,121041413,11413,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,94.26047514,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,892","4,010","4,099","4,188","4,346","4,574","4,783","5,005","5,269",711,767,806,865,925,981,"1,034","1,079","1,126"
1903,Primrose Park,Cremorne - Cammeray,121041413,11413,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,44.22963316,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,989","3,139","3,231","3,334","3,607","4,011","4,367","4,704","4,958",255,269,282,301,321,342,361,376,392
1904,Cremorne Garden Plaza,Cremorne - Cammeray,121041413,11413,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,39.69158536,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,034","3,239","3,396","3,555","3,804","4,176","4,556","4,879","5,141",998,"1,078","1,120","1,214","1,304","1,391","1,473","1,547","1,619"
1905,Neutral Bay Village Shopping Centre,Cremorne - Cammeray,121041413,11413,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,30.16324079,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,556","3,708","3,783","3,861","3,981","4,156","4,331","4,521","4,759",800,835,875,938,"1,003","1,066","1,125","1,178","1,233"
1906,Cremorne_Prior Ave Reserve,Cremorne - Cammeray,121041413,11413,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,19.39424773,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,175","1,185","1,203","1,220","1,271","1,344","1,401","1,461","1,539",109,119,126,134,142,151,158,163,169
1907,Cremorne Ferry Wharf,Cremorne - Cammeray,121041413,11413,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,32.37831733,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,012","2,033","2,057","2,081","2,143","2,234","2,305","2,386","2,511",201,213,224,240,256,270,284,295,306
1908,North Sydney_Lamont St,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,11.93365625,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,251","1,465","1,858","2,542","3,205","3,370","3,602","3,880","4,094",492,527,554,591,629,667,701,730,760
1910,Crows Nest Plaza,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,25.34216483,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,329","1,483","1,685","1,910","2,122","2,186","2,285","2,412","2,542","1,369","1,461","1,537","1,634","1,734","1,839","1,928","2,000","2,076"
1911,Wollstonecraft_Rose and Macleod Plaza Crows Nest,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Commercial,9.710606969,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,511,599,760,"1,039","1,310","1,378","1,473","1,586","1,674","1,972","2,113","2,223","2,370","2,522","2,677","2,814","2,929","3,049"
1912,Crows Nest,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,17.68675522,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,076","1,149","1,316","1,612","1,891","1,926","1,979","2,057","2,168","2,184","2,288","2,364","2,506","2,646","2,786","2,910","3,011","3,116"
1913,Cammeray_Miller St and Ernest St,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,37.39878971,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,738","2,859","2,972","3,082","3,184","3,288","3,457","3,594","3,783",337,361,383,413,444,474,503,529,555
1914,North Sydney Girls High School_North,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,11.62231274,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,711,730,830,"1,001","1,164","1,180","1,201","1,237","1,304",536,578,608,655,701,747,790,827,865
1915,Mater Misericordiae Hospital,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,17.1959135,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,332","2,403","2,658","3,091","3,525","3,877","4,372","4,822","5,087","1,952","2,032","2,199","2,382","2,579","2,780","2,976","3,161","3,361"
1916,Wollstonecraft Station,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,43.22680547,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,847","3,879","3,918","3,957","4,048","4,181","4,294","4,423","4,654",193,206,219,234,249,265,278,289,300
1917,Wollstonecraft Station South,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,40.68664167,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,032","1,039","1,054","1,068","1,081","1,095","1,117","1,144","1,203",165,175,183,195,208,222,234,244,255
1918,Waverton,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,26.084421,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,818","1,847","1,890","1,934","2,028","2,161","2,281","2,390","2,517",155,166,176,187,200,213,224,233,243
1919,Waverton Station,Crows Nest - Waverton,121041414,11414,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,55.25864115,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,441","2,467","2,504","2,542","2,629","2,754","2,858","2,969","3,126",944,"1,034","1,081","1,140","1,202","1,260","1,304","1,337","1,372"
1922,Chinamans Beach,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,91.94910896,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,375","2,379","2,390","2,415","2,463","2,582","2,690","2,791","2,891",538,572,591,626,666,703,737,765,794
1923,Balmoral,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,68.91705417,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,960","2,974","2,988","3,021","3,086","3,228","3,357","3,470","3,659",511,538,557,593,631,669,701,727,753
1924,Mosman_Rosebery St and Ourimbah Rd,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,69.46974972,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,704","3,732","3,747","3,777","3,839","4,127","4,437","4,765","4,907",806,850,892,946,"1,012","1,077","1,139","1,193","1,248"
1925,Mosman_Heydon St and Ourimbah Rd,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,32.90182857,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,030","2,062","2,077","2,113","2,188","2,392","2,583","2,767","2,890",937,977,"1,007","1,060","1,124","1,186","1,243","1,292","1,342"
1926,Bridgepoint Shopping Centre,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,5.168259972,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,574,613,616,617,620,625,631,636,657,584,604,631,670,717,762,805,842,881
1927,Mosman Pk,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,27.64553127,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,774","1,803","1,811","1,827","1,865","1,949","2,029","2,099","2,239","1,186","1,246","1,291","1,364","1,448","1,529","1,603","1,666","1,733"
1928,Mosman_Raglan St and Esther Rd,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,25.77893255,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,114","1,116","1,119","1,127","1,143","1,187","1,230","1,274","1,311",310,334,346,369,396,423,448,470,492
1929,Mosman_Bardwell Rd and Belmont Rd,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,31.4158316,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,891","1,958","1,965","1,991","2,054","2,183","2,325","2,474","2,834",735,763,797,841,896,954,"1,007","1,052","1,099"
1930,Mosman High School,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,24.41842862,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,065","1,065","1,070","1,078","1,095","1,138","1,177","1,215","1,254",425,449,465,491,524,557,588,615,643
1931,Mosman_Raglan St and Muston St,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,23.44424355,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,184","1,188","1,192","1,199","1,214","1,289","1,370","1,457","1,496",565,576,586,614,650,683,714,740,767
1932,HMAS Penguin,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,147.2075272,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,344","1,346","1,353","1,368","1,396","1,452","1,505","1,550","1,659","1,056","1,130","1,178","1,253","1,332","1,409","1,472","1,522","1,574"
1933,Mosman Ferry Wharf,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,51.00922034,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,579","2,586","2,602","2,636","2,698","2,981","3,282","3,601","3,720",347,371,390,414,441,468,492,512,532
1934,Mosman Private Hospital,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,33.93980419,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,096","2,103","2,108","2,118","2,140","2,195","2,247","2,294","2,363",769,824,864,921,988,"1,053","1,115","1,170","1,226"
1935,Mosman South Ferry Wharf,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,57.78571729,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,532","3,536","3,547","3,569","3,612","3,787","3,972","4,165","4,281",455,487,515,547,584,622,654,681,709
1936,Clifton Gardnes,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Residential,107.3859184,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,038","2,043","2,058","2,087","2,144","2,247","2,342","2,421","2,635",420,442,464,495,532,568,600,627,654
1937,Taronga Zoo and Wharf,Mosman,121041415,11415,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,Mosman (A),15350,Greater Sydney,1GSYD,North,Parkland,66.66064847,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,675,713,758,822,896,963,"1,028","1,088","1,148"
1940,Big Bear Shopping Centre,Neutral Bay - Kirribilli,121041416,11416,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,15.20864982,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,145","1,393","1,519","1,629","1,679","1,796","1,930","2,079","2,191","4,156","4,394","4,629","4,936","5,249","5,561","5,836","6,057","6,290"
1941,Neutral Bay_Bent St and Yeo St,Neutral Bay - Kirribilli,121041416,11416,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,43.63821495,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"4,026","4,114","4,277","4,429","4,586","4,755","4,992","5,179","5,451",540,586,620,668,717,767,813,854,896
1942,Neutral Bay,Neutral Bay - Kirribilli,121041416,11416,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,54.39813966,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"4,468","4,603","4,663","4,728","4,839","4,997","5,152","5,326","5,604",389,418,442,472,504,537,566,590,615
1943,North Sydney_East,Neutral Bay - Kirribilli,121041416,11416,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,15.98908909,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,086","2,121","2,182","2,240","2,297","2,357","2,439","2,516","2,648","1,101","1,195","1,281","1,371","1,463","1,556","1,637","1,702","1,771"
1944,Kurrabah Ferry Wharf,Neutral Bay - Kirribilli,121041416,11416,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,38.90574783,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"3,087","3,143","3,207","3,276","3,432","3,656","3,852","4,048","4,263",423,446,475,508,545,582,617,646,678
1945,Milsons Point Station_East,Neutral Bay - Kirribilli,121041416,11416,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,30.53537719,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,106","2,190","2,344","2,496","2,932","3,547","4,039","4,476","4,724",927,"1,007","1,054","1,143","1,229","1,312","1,390","1,459","1,527"
1946,Kirribilli Wharf,Neutral Bay - Kirribilli,121041416,11416,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,22.31943554,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"2,196","2,272","2,370","2,468","2,744","3,137","3,452","3,745","3,949",539,596,622,676,728,777,823,866,908
1947,North Sydney_Wenona School,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,9.855768411,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,282,476,639,782,801,844,893,950,"1,001",578,634,679,726,773,822,864,897,931
1948,North Sydney_Hampden St,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Transport,12.01920208,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,665,"1,123","1,507","1,843","1,890","1,990","2,107","2,240","2,362","5,084","5,576","5,977","6,388","6,807","7,237","7,605","7,892","8,194"
1949,North Sydney Girls High School_South,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,6.290406296,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,523,684,733,776,781,791,801,819,862,"1,098","1,194","1,268","1,351","1,438","1,526","1,599","1,657","1,717"
1950,North Sydney Oval,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Parkland,30.6758012,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,527,537,561,584,604,625,658,685,721,672,727,761,819,876,934,987,"1,034","1,081"
1951,North Sydney_Monte Sant Angelo,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,8.674410091,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,"1,139","1,922","2,580","3,156","3,235","3,406","3,608","3,834","4,043","2,702","2,963","3,177","3,395","3,617","3,846","4,042","4,195","4,355"
1952,Don Bank Museum North Sydney,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Commercial,5.169283002,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,494,977,"1,232","1,455","1,485","1,549","1,623","1,709","1,802","5,018","5,198","5,338","5,556","5,867","6,131","6,395","6,619","6,879"
1953,North Sydney CBD_Northern End,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Commercial,4.554604497,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,373,405,498,605,907,"1,245","1,451","1,600","1,691","7,750","8,569","9,159","9,760","10,373","10,992","11,504","11,887","12,286"
1954,Victoria Cross North Sydney,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Education,18.03303322,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,805,826,849,873,898,926,958,989,"1,041",560,630,662,722,780,837,892,943,993
1955,North Sydney CBD_Southern End,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Commercial,2.524092108,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0,0,0,0,0,0,0,0,0,"5,540","5,870","6,108","6,399","6,732","7,047","7,319","7,529","7,755"
1956,North Sydney_West,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Transport,9.279716299,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,53,54,55,57,61,69,75,80,84,"9,757","10,473","11,055","11,688","12,313","12,883","13,408","13,810","14,243"
1957,North Sydney Station,North Sydney - Lavender Bay,121041417,11417,North Sydney - Mosman,12104,Sydney - North Sydney and Hornsby,121,North Sydney (A),15950,Greater Sydney,1GSYD,North,Residential,10.59398069,0,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,OutWSPP,629,639,651,663,678,696,714,733,771,"2,074","2,153","2,224","2,300","2,424","2,571","2,677","2,753","2,828"
