Area,Data type,Year,Number,Unnamed: 4,LGA
Cartwright,Total Population,2023,2563,,Liverpool City
Cartwright,Total Population,2024,2573,,Liverpool City
Cartwright,Total Population,2025,2585,,Liverpool City
Cartwright,Total Population,2026,2596,,Liverpool City
Cartwright,Total Population,2027,2609,,Liverpool City
Cartwright,Total Population,2028,2620,,Liverpool City
Cartwright,Total Population,2029,2627,,Liverpool City
Cartwright,Total Population,2030,2634,,Liverpool City
Cartwright,Total Population,2031,2641,,Liverpool City
Cartwright,Total Population,2032,2649,,Liverpool City
Cartwright,Total Population,2033,2656,,Liverpool City
Cartwright,Total Population,2034,2663,,Liverpool City
Cartwright,Total Population,2035,2671,,Liverpool City
Cartwright,Total Population,2036,2679,,Liverpool City
Cartwright,Total Population,2037,2685,,Liverpool City
Cartwright,Total Population,2038,2691,,Liverpool City
Cartwright,Total Population,2039,2697,,Liverpool City
Cartwright,Total Population,2040,2704,,Liverpool City
Cartwright,Total Population,2041,2711,,Liverpool City
Casula,Total Population,2016,16390,,Liverpool City
Casula,Total Population,2017,16571,,Liverpool City
Casula,Total Population,2018,16510,,Liverpool City
Casula,Total Population,2019,16536,,Liverpool City
Casula,Total Population,2020,16499,,Liverpool City
Casula,Total Population,2021,16422,,Liverpool City
Casula,Total Population,2022,16334,,Liverpool City
Casula,Total Population,2023,16252,,Liverpool City
Casula,Total Population,2024,16169,,Liverpool City
Casula,Total Population,2025,16086,,Liverpool City
Casula,Total Population,2026,16018,,Liverpool City
Casula,Total Population,2027,16010,,Liverpool City
Casula,Total Population,2028,16001,,Liverpool City
Casula,Total Population,2029,15988,,Liverpool City
Casula,Total Population,2030,15968,,Liverpool City
Casula,Total Population,2031,15951,,Liverpool City
Casula,Total Population,2032,16040,,Liverpool City
Casula,Total Population,2033,16017,,Liverpool City
Casula,Total Population,2034,15994,,Liverpool City
Casula,Total Population,2035,15971,,Liverpool City
Casula,Total Population,2036,15948,,Liverpool City
Casula,Total Population,2037,15930,,Liverpool City
Casula,Total Population,2038,15914,,Liverpool City
Casula,Total Population,2039,15901,,Liverpool City
Casula,Total Population,2040,15886,,Liverpool City
Casula,Total Population,2041,15877,,Liverpool City
Cecil Hills,Total Population,2016,7296,,Liverpool City
Cecil Hills,Total Population,2017,7175,,Liverpool City
Cecil Hills,Total Population,2018,7057,,Liverpool City
Cecil Hills,Total Population,2019,6967,,Liverpool City
Cecil Hills,Total Population,2020,6871,,Liverpool City
Cecil Hills,Total Population,2021,6786,,Liverpool City
Cecil Hills,Total Population,2022,6719,,Liverpool City
Cecil Hills,Total Population,2023,6651,,Liverpool City
Cecil Hills,Total Population,2024,6595,,Liverpool City
Cecil Hills,Total Population,2025,6544,,Liverpool City
Cecil Hills,Total Population,2026,6494,,Liverpool City
Cecil Hills,Total Population,2027,6486,,Liverpool City
Cecil Hills,Total Population,2028,6482,,Liverpool City
Cecil Hills,Total Population,2029,6487,,Liverpool City
Cecil Hills,Total Population,2030,6485,,Liverpool City
Cecil Hills,Total Population,2031,6489,,Liverpool City
Cecil Hills,Total Population,2032,6495,,Liverpool City
Cecil Hills,Total Population,2033,6501,,Liverpool City
Cecil Hills,Total Population,2034,6509,,Liverpool City
Cecil Hills,Total Population,2035,6521,,Liverpool City
Cecil Hills,Total Population,2036,6531,,Liverpool City
Cecil Hills,Total Population,2037,6540,,Liverpool City
Cecil Hills,Total Population,2038,6549,,Liverpool City
Cecil Hills,Total Population,2039,6560,,Liverpool City
Cecil Hills,Total Population,2040,6572,,Liverpool City
Cecil Hills,Total Population,2041,6583,,Liverpool City
Chipping Norton,Total Population,2016,9282,,Liverpool City
Chipping Norton,Total Population,2017,9226,,Liverpool City
Chipping Norton,Total Population,2018,9141,,Liverpool City
Chipping Norton,Total Population,2019,9097,,Liverpool City
Chipping Norton,Total Population,2020,9033,,Liverpool City
Chipping Norton,Total Population,2021,8999,,Liverpool City
Chipping Norton,Total Population,2022,8943,,Liverpool City
Chipping Norton,Total Population,2023,8895,,Liverpool City
Chipping Norton,Total Population,2024,8853,,Liverpool City
Chipping Norton,Total Population,2025,8812,,Liverpool City
Chipping Norton,Total Population,2026,8775,,Liverpool City
Chipping Norton,Total Population,2027,8755,,Liverpool City
Chipping Norton,Total Population,2028,8737,,Liverpool City
Chipping Norton,Total Population,2029,8722,,Liverpool City
Chipping Norton,Total Population,2030,8710,,Liverpool City
Chipping Norton,Total Population,2031,8704,,Liverpool City
Chipping Norton,Total Population,2032,8698,,Liverpool City
Chipping Norton,Total Population,2033,8703,,Liverpool City
Chipping Norton,Total Population,2034,8708,,Liverpool City
Chipping Norton,Total Population,2035,8715,,Liverpool City
Chipping Norton,Total Population,2036,8724,,Liverpool City
Chipping Norton,Total Population,2037,8733,,Liverpool City
Chipping Norton,Total Population,2038,8742,,Liverpool City
Chipping Norton,Total Population,2039,8750,,Liverpool City
Chipping Norton,Total Population,2040,8759,,Liverpool City
Chipping Norton,Total Population,2041,8768,,Liverpool City
Edmondson Park,Total Population,2016,2360,,Liverpool City
Edmondson Park,Total Population,2017,4553,,Liverpool City
Edmondson Park,Total Population,2018,6718,,Liverpool City
Edmondson Park,Total Population,2019,8555,,Liverpool City
Edmondson Park,Total Population,2020,11999,,Liverpool City
Edmondson Park,Total Population,2021,15655,,Liverpool City
Edmondson Park,Total Population,2022,17883,,Liverpool City
Edmondson Park,Total Population,2023,19825,,Liverpool City
Edmondson Park,Total Population,2024,21481,,Liverpool City
Edmondson Park,Total Population,2025,23122,,Liverpool City
Edmondson Park,Total Population,2026,24766,,Liverpool City
Edmondson Park,Total Population,2027,26304,,Liverpool City
Edmondson Park,Total Population,2028,27676,,Liverpool City
Edmondson Park,Total Population,2029,28614,,Liverpool City
Edmondson Park,Total Population,2030,28984,,Liverpool City
Edmondson Park,Total Population,2031,29051,,Liverpool City
Edmondson Park,Total Population,2032,28859,,Liverpool City
Edmondson Park,Total Population,2033,28678,,Liverpool City
Edmondson Park,Total Population,2034,28509,,Liverpool City
Edmondson Park,Total Population,2035,28335,,Liverpool City
Edmondson Park,Total Population,2036,28165,,Liverpool City
Edmondson Park,Total Population,2037,28026,,Liverpool City
Edmondson Park,Total Population,2038,27885,,Liverpool City
Edmondson Park,Total Population,2039,27762,,Liverpool City
Edmondson Park,Total Population,2040,27653,,Liverpool City
Edmondson Park,Total Population,2041,27560,,Liverpool City
Elizabeth Hills,Total Population,2016,2642,,Liverpool City
Elizabeth Hills,Total Population,2017,2690,,Liverpool City
Elizabeth Hills,Total Population,2018,2748,,Liverpool City
Elizabeth Hills,Total Population,2019,2782,,Liverpool City
Elizabeth Hills,Total Population,2020,2859,,Liverpool City
Elizabeth Hills,Total Population,2021,2926,,Liverpool City
Elizabeth Hills,Total Population,2022,2903,,Liverpool City
Elizabeth Hills,Total Population,2023,2895,,Liverpool City
Elizabeth Hills,Total Population,2024,2875,,Liverpool City
Elizabeth Hills,Total Population,2025,2856,,Liverpool City
Elizabeth Hills,Total Population,2026,2848,,Liverpool City
Elizabeth Hills,Total Population,2027,2836,,Liverpool City
Elizabeth Hills,Total Population,2028,2818,,Liverpool City
Elizabeth Hills,Total Population,2029,2809,,Liverpool City
Elizabeth Hills,Total Population,2030,2798,,Liverpool City
Elizabeth Hills,Total Population,2031,2792,,Liverpool City
Elizabeth Hills,Total Population,2032,2778,,Liverpool City
Elizabeth Hills,Total Population,2033,2776,,Liverpool City
Elizabeth Hills,Total Population,2034,2770,,Liverpool City
Elizabeth Hills,Total Population,2035,2769,,Liverpool City
Elizabeth Hills,Total Population,2036,2758,,Liverpool City
Elizabeth Hills,Total Population,2037,2760,,Liverpool City
Elizabeth Hills,Total Population,2038,2762,,Liverpool City
Elizabeth Hills,Total Population,2039,2766,,Liverpool City
Elizabeth Hills,Total Population,2040,2769,,Liverpool City
Elizabeth Hills,Total Population,2041,2772,,Liverpool City
Green Valley,Total Population,2016,13031,,Liverpool City
Green Valley,Total Population,2017,12844,,Liverpool City
Green Valley,Total Population,2018,12704,,Liverpool City
Green Valley,Total Population,2019,12572,,Liverpool City
Green Valley,Total Population,2020,12417,,Liverpool City
Green Valley,Total Population,2021,12317,,Liverpool City
Green Valley,Total Population,2022,12124,,Liverpool City
Green Valley,Total Population,2023,11958,,Liverpool City
Green Valley,Total Population,2024,11798,,Liverpool City
Green Valley,Total Population,2025,11641,,Liverpool City
Green Valley,Total Population,2026,11491,,Liverpool City
Green Valley,Total Population,2027,11451,,Liverpool City
Green Valley,Total Population,2028,11423,,Liverpool City
Green Valley,Total Population,2029,11396,,Liverpool City
Green Valley,Total Population,2030,11367,,Liverpool City
Green Valley,Total Population,2031,11345,,Liverpool City
Green Valley,Total Population,2032,11340,,Liverpool City
Green Valley,Total Population,2033,11337,,Liverpool City
Green Valley,Total Population,2034,11335,,Liverpool City
Green Valley,Total Population,2035,11332,,Liverpool City
Green Valley,Total Population,2036,11337,,Liverpool City
Green Valley,Total Population,2037,11343,,Liverpool City
Green Valley,Total Population,2038,11347,,Liverpool City
Green Valley,Total Population,2039,11359,,Liverpool City
Green Valley,Total Population,2040,11373,,Liverpool City
Green Valley,Total Population,2041,11390,,Liverpool City
Hammondville,Total Population,2016,3642,,Liverpool City
Hammondville,Total Population,2017,3674,,Liverpool City
Hammondville,Total Population,2018,3702,,Liverpool City
Hammondville,Total Population,2019,3718,,Liverpool City
Hammondville,Total Population,2020,3728,,Liverpool City
Hammondville,Total Population,2021,3851,,Liverpool City
Hammondville,Total Population,2022,3872,,Liverpool City
Hammondville,Total Population,2023,3886,,Liverpool City
Hammondville,Total Population,2024,3905,,Liverpool City
Hammondville,Total Population,2025,3913,,Liverpool City
Hammondville,Total Population,2026,4037,,Liverpool City
Hammondville,Total Population,2027,4045,,Liverpool City
Hammondville,Total Population,2028,4054,,Liverpool City
Hammondville,Total Population,2029,4058,,Liverpool City
Hammondville,Total Population,2030,4066,,Liverpool City
Hammondville,Total Population,2031,4074,,Liverpool City
Hammondville,Total Population,2032,4084,,Liverpool City
Hammondville,Total Population,2033,4091,,Liverpool City
Hammondville,Total Population,2034,4100,,Liverpool City
Hammondville,Total Population,2035,4107,,Liverpool City
Hammondville,Total Population,2036,4110,,Liverpool City
Hammondville,Total Population,2037,4115,,Liverpool City
Hammondville,Total Population,2038,4120,,Liverpool City
Hammondville,Total Population,2039,4125,,Liverpool City
Hammondville,Total Population,2040,4130,,Liverpool City
Hammondville,Total Population,2041,4135,,Liverpool City
Heckenberg,Total Population,2016,3160,,Liverpool City
Heckenberg,Total Population,2017,3125,,Liverpool City
Heckenberg,Total Population,2018,3123,,Liverpool City
Heckenberg,Total Population,2019,3089,,Liverpool City
Heckenberg,Total Population,2020,3089,,Liverpool City
Heckenberg,Total Population,2021,3086,,Liverpool City
Heckenberg,Total Population,2022,3081,,Liverpool City
Heckenberg,Total Population,2023,3079,,Liverpool City
Heckenberg,Total Population,2024,3068,,Liverpool City
Heckenberg,Total Population,2025,3060,,Liverpool City
Heckenberg,Total Population,2026,3049,,Liverpool City
Heckenberg,Total Population,2027,3061,,Liverpool City
Heckenberg,Total Population,2028,3067,,Liverpool City
Heckenberg,Total Population,2029,3076,,Liverpool City
Heckenberg,Total Population,2030,3083,,Liverpool City
Heckenberg,Total Population,2031,3088,,Liverpool City
Heckenberg,Total Population,2032,3089,,Liverpool City
Heckenberg,Total Population,2033,3093,,Liverpool City
Heckenberg,Total Population,2034,3095,,Liverpool City
Heckenberg,Total Population,2035,3098,,Liverpool City
Heckenberg,Total Population,2036,3108,,Liverpool City
Heckenberg,Total Population,2037,3115,,Liverpool City
Heckenberg,Total Population,2038,3121,,Liverpool City
Heckenberg,Total Population,2039,3129,,Liverpool City
Heckenberg,Total Population,2040,3137,,Liverpool City
Heckenberg,Total Population,2041,3145,,Liverpool City
Hinchinbrook,Total Population,2016,11698,,Liverpool City
Hinchinbrook,Total Population,2017,11647,,Liverpool City
Hinchinbrook,Total Population,2018,11599,,Liverpool City
Hinchinbrook,Total Population,2019,11557,,Liverpool City
Hinchinbrook,Total Population,2020,11472,,Liverpool City
Hinchinbrook,Total Population,2021,11377,,Liverpool City
Hinchinbrook,Total Population,2022,11277,,Liverpool City
Hinchinbrook,Total Population,2023,11178,,Liverpool City
Hinchinbrook,Total Population,2024,11078,,Liverpool City
Hinchinbrook,Total Population,2025,10983,,Liverpool City
Hinchinbrook,Total Population,2026,10884,,Liverpool City
Hinchinbrook,Total Population,2027,10829,,Liverpool City
Hinchinbrook,Total Population,2028,10772,,Liverpool City
Hinchinbrook,Total Population,2029,10727,,Liverpool City
Hinchinbrook,Total Population,2030,10685,,Liverpool City
Hinchinbrook,Total Population,2031,10647,,Liverpool City
Hinchinbrook,Total Population,2032,10606,,Liverpool City
Hinchinbrook,Total Population,2033,10566,,Liverpool City
Hinchinbrook,Total Population,2034,10535,,Liverpool City
Hinchinbrook,Total Population,2035,10503,,Liverpool City
Hinchinbrook,Total Population,2036,10480,,Liverpool City
Hinchinbrook,Total Population,2037,10463,,Liverpool City
Hinchinbrook,Total Population,2038,10449,,Liverpool City
Hinchinbrook,Total Population,2039,10440,,Liverpool City
Hinchinbrook,Total Population,2040,10432,,Liverpool City
Hinchinbrook,Total Population,2041,10426,,Liverpool City
Holsworthy,Total Population,2016,5691,,Liverpool City
Holsworthy,Total Population,2017,5646,,Liverpool City
Holsworthy,Total Population,2018,5623,,Liverpool City
Holsworthy,Total Population,2019,5585,,Liverpool City
Holsworthy,Total Population,2020,5570,,Liverpool City
Holsworthy,Total Population,2021,5543,,Liverpool City
Holsworthy,Total Population,2022,5506,,Liverpool City
Holsworthy,Total Population,2023,5484,,Liverpool City
Holsworthy,Total Population,2024,5463,,Liverpool City
Holsworthy,Total Population,2025,5454,,Liverpool City
Holsworthy,Total Population,2026,5452,,Liverpool City
Holsworthy,Total Population,2027,5451,,Liverpool City
Holsworthy,Total Population,2028,5444,,Liverpool City
Holsworthy,Total Population,2029,5443,,Liverpool City
Holsworthy,Total Population,2030,5437,,Liverpool City
Holsworthy,Total Population,2031,5426,,Liverpool City
Holsworthy,Total Population,2032,5415,,Liverpool City
Holsworthy,Total Population,2033,5417,,Liverpool City
Holsworthy,Total Population,2034,5412,,Liverpool City
Holsworthy,Total Population,2035,5414,,Liverpool City
Holsworthy,Total Population,2036,5425,,Liverpool City
Holsworthy,Total Population,2037,5436,,Liverpool City
Holsworthy,Total Population,2038,5446,,Liverpool City
Holsworthy,Total Population,2039,5454,,Liverpool City
Holsworthy,Total Population,2040,5463,,Liverpool City
Holsworthy,Total Population,2041,5469,,Liverpool City
Horningsea Park,Total Population,2016,3812,,Liverpool City
Horningsea Park,Total Population,2017,3823,,Liverpool City
Horningsea Park,Total Population,2018,3819,,Liverpool City
Horningsea Park,Total Population,2019,3808,,Liverpool City
Horningsea Park,Total Population,2020,3802,,Liverpool City
Horningsea Park,Total Population,2021,3798,,Liverpool City
Horningsea Park,Total Population,2022,3773,,Liverpool City
Horningsea Park,Total Population,2023,3759,,Liverpool City
Horningsea Park,Total Population,2024,3748,,Liverpool City
Horningsea Park,Total Population,2025,3734,,Liverpool City
Horningsea Park,Total Population,2026,3731,,Liverpool City
Horningsea Park,Total Population,2027,3732,,Liverpool City
Horningsea Park,Total Population,2028,3734,,Liverpool City
Horningsea Park,Total Population,2029,3737,,Liverpool City
Horningsea Park,Total Population,2030,3744,,Liverpool City
Horningsea Park,Total Population,2031,3749,,Liverpool City
Horningsea Park,Total Population,2032,3757,,Liverpool City
Horningsea Park,Total Population,2033,3762,,Liverpool City
Horningsea Park,Total Population,2034,3763,,Liverpool City
Horningsea Park,Total Population,2035,3766,,Liverpool City
Horningsea Park,Total Population,2036,3775,,Liverpool City
Horningsea Park,Total Population,2037,3784,,Liverpool City
Horningsea Park,Total Population,2038,3794,,Liverpool City
Horningsea Park,Total Population,2039,3804,,Liverpool City
Horningsea Park,Total Population,2040,3813,,Liverpool City
Horningsea Park,Total Population,2041,3821,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2016,6674,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2017,6834,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2018,7003,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2019,7135,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2020,7298,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2021,7430,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2022,7529,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2023,7522,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2024,7488,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2025,7428,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2026,7365,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2027,7344,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2028,7322,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2029,7302,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2030,7285,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2031,7269,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2032,7249,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2033,7238,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2034,7226,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2035,7215,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2036,7221,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2037,7223,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2038,7223,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2039,7227,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2040,7232,,Liverpool City
Hoxton Park - Carnes Hill,Total Population,2041,7235,,Liverpool City
Leppington - Denham Court,Total Population,2016,1396,,Liverpool City
Leppington - Denham Court,Total Population,2017,1695,,Liverpool City
Leppington - Denham Court,Total Population,2018,2050,,Liverpool City
Leppington - Denham Court,Total Population,2019,2399,,Liverpool City
Leppington - Denham Court,Total Population,2020,2593,,Liverpool City
Leppington - Denham Court,Total Population,2021,3002,,Liverpool City
Leppington - Denham Court,Total Population,2022,3223,,Liverpool City
Leppington - Denham Court,Total Population,2023,3441,,Liverpool City
Leppington - Denham Court,Total Population,2024,3653,,Liverpool City
Leppington - Denham Court,Total Population,2025,3886,,Liverpool City
Leppington - Denham Court,Total Population,2026,4194,,Liverpool City
Leppington - Denham Court,Total Population,2027,4479,,Liverpool City
Leppington - Denham Court,Total Population,2028,4781,,Liverpool City
Leppington - Denham Court,Total Population,2029,5094,,Liverpool City
Leppington - Denham Court,Total Population,2030,5417,,Liverpool City
Leppington - Denham Court,Total Population,2031,5793,,Liverpool City
Leppington - Denham Court,Total Population,2032,6068,,Liverpool City
Leppington - Denham Court,Total Population,2033,6343,,Liverpool City
Leppington - Denham Court,Total Population,2034,6462,,Liverpool City
Leppington - Denham Court,Total Population,2035,6513,,Liverpool City
Leppington - Denham Court,Total Population,2036,6584,,Liverpool City
Leppington - Denham Court,Total Population,2037,6558,,Liverpool City
Leppington - Denham Court,Total Population,2038,6533,,Liverpool City
Leppington - Denham Court,Total Population,2039,6510,,Liverpool City
Leppington - Denham Court,Total Population,2040,6488,,Liverpool City
Leppington - Denham Court,Total Population,2041,6464,,Liverpool City
Liverpool,Total Population,2016,28597,,Liverpool City
Liverpool,Total Population,2017,30895,,Liverpool City
Liverpool,Total Population,2018,34118,,Liverpool City
Liverpool,Total Population,2019,35991,,Liverpool City
Liverpool,Total Population,2020,37219,,Liverpool City
Liverpool,Total Population,2021,38413,,Liverpool City
Liverpool,Total Population,2022,39809,,Liverpool City
Liverpool,Total Population,2023,41166,,Liverpool City
Liverpool,Total Population,2024,42595,,Liverpool City
Liverpool,Total Population,2025,43837,,Liverpool City
Liverpool,Total Population,2026,44801,,Liverpool City
Liverpool,Total Population,2027,45798,,Liverpool City
Liverpool,Total Population,2028,46301,,Liverpool City
Liverpool,Total Population,2029,46798,,Liverpool City
Liverpool,Total Population,2030,47291,,Liverpool City
Liverpool,Total Population,2031,47784,,Liverpool City
Liverpool,Total Population,2032,48277,,Liverpool City
Liverpool,Total Population,2033,48772,,Liverpool City
Liverpool,Total Population,2034,49273,,Liverpool City
Liverpool,Total Population,2035,49775,,Liverpool City
Liverpool,Total Population,2036,50277,,Liverpool City
Liverpool,Total Population,2037,50781,,Liverpool City
Liverpool,Total Population,2038,51290,,Liverpool City
Liverpool,Total Population,2039,51798,,Liverpool City
Liverpool,Total Population,2040,52309,,Liverpool City
Liverpool,Total Population,2041,52822,,Liverpool City
Lurnea,Total Population,2016,9496,,Liverpool City
Lurnea,Total Population,2017,9476,,Liverpool City
Lurnea,Total Population,2018,9445,,Liverpool City
Lurnea,Total Population,2019,9410,,Liverpool City
Lurnea,Total Population,2020,9368,,Liverpool City
Lurnea,Total Population,2021,9331,,Liverpool City
Lurnea,Total Population,2022,9299,,Liverpool City
Lurnea,Total Population,2023,9269,,Liverpool City
Lurnea,Total Population,2024,9231,,Liverpool City
Lurnea,Total Population,2025,9184,,Liverpool City
Lurnea,Total Population,2026,9146,,Liverpool City
Lurnea,Total Population,2027,9133,,Liverpool City
Lurnea,Total Population,2028,9118,,Liverpool City
Lurnea,Total Population,2029,9112,,Liverpool City
Lurnea,Total Population,2030,9102,,Liverpool City
Lurnea,Total Population,2031,9093,,Liverpool City
Lurnea,Total Population,2032,9090,,Liverpool City
Lurnea,Total Population,2033,9088,,Liverpool City
Lurnea,Total Population,2034,9088,,Liverpool City
Lurnea,Total Population,2035,9089,,Liverpool City
Lurnea,Total Population,2036,9089,,Liverpool City
Lurnea,Total Population,2037,9093,,Liverpool City
Lurnea,Total Population,2038,9099,,Liverpool City
Lurnea,Total Population,2039,9108,,Liverpool City
Lurnea,Total Population,2040,9116,,Liverpool City
