tz16_code,tz16_name,lga_code16,lga_name16,gsc_distri,GIC_AreaName,GIC_Precinct_190919,SGS_CoDBC_UrbanType190924,SGS_CoDBC_Precincts190924,ERP_2016,ERP_2056,EMP_2016,EMP_2056,Tz16_Area,PopDensity_2016,PopDensity_2056,EmpDensity_2016,EmpDensity_2056,PopDensity_Diff,EmpDensity_Diff
2300.0,Bankstown North Primary School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,894.0,3327.0,145.0,200.0,266636.57216,3352.878387078647,12477.658158624898,543.8113715060446,750.0846503531649,9124.779771546251,206.2732788471203
2301.0,La Salle Catholic College,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2998.0,4354.0,700.0,1026.0,340956.138579,8792.919853253674,12769.970994351732,2053.0499990919184,3009.184712954726,3977.051141098058,956.1347138628075
2302.0,Bankstown_Sir Joseph Banks St and Milton St,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3843.0,4979.0,131.0,183.0,266021.244042,14446.214676724312,18716.55031886816,492.4418742260955,687.9149846059196,4270.335642143849,195.4731103798241
2303.0,Bankstown West Primary School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2185.0,3066.0,330.0,441.0,537605.311869,4064.3199606860026,5703.068649639947,613.8332206070393,820.3043948112252,1638.748688953944,206.4711742041859
2304.0,Bankstown_Gordon St and Cairds Ave,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2448.0,3246.0,170.0,242.0,179665.226882,13625.341099576215,18066.93513448709,946.204243026126,1346.94956948425,4441.594034910873,400.74532645812405
2305.0,Bankstown Square,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,990.0,4665.0,4600.0,7337.0,293582.925932,3372.1307084094697,15889.888641141593,15668.486119882386,24991.235361212402,12517.757932732124,9322.749241330017
2306.0,Mount Lewis,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1355.0,1566.0,146.0,203.0,303322.223735,4467.196578328553,5162.82645141145,481.33631028484785,669.2552807385213,695.6298730828967,187.9189704536734
2307.0,Bankstown Station_South,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,85.0,274.0,2179.0,3645.0,136725.23174,621.6848120735905,2004.019276566633,15937.073005980632,26659.307529508675,1382.3344644930426,10722.234523528043
2308.0,Bankstown_Oxford Av and Brandon Av,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2942.0,6383.0,202.0,2064.0,503594.738803,5841.999078451202,12674.874275239301,401.11618417645917,4098.533683862434,6832.875196788099,3697.417499685975
2309.0,Bankstown,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1434.0,2442.0,72.0,96.0,332316.939175,4315.157703245598,7348.406632723674,216.66063781986264,288.8808504264835,3033.248929478076,72.22021260662086
2310.0,Bankstown_Dorothy Park,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,635.0,743.0,38.0,50.0,174669.40115,3635.439268808646,4253.750199566652,217.5538460074465,286.25506053611383,618.3109307580057,68.70121452866732
2311.0,Bankstown Girls High School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2653.0,6180.0,291.0,1679.0,579386.436421,4578.981890546448,10666.456118951017,502.255458028276,2897.8931753590223,6087.474228404569,2395.6377173307465
2312.0,Bankstown_Oxford Av and Koonya Av,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2131.0,4068.0,113.0,158.0,315030.307354,6764.428533555003,12913.043301033202,358.69564725092226,501.5390465986347,6148.614767478199,142.84339934771242
2313.0,Bankstown_Lidcombe Hospital,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2877.0,4165.0,2803.0,4623.0,713968.018574,4029.592257852388,5833.594631197496,3925.9461587626843,6475.079947185119,1804.002373345108,2549.1337884224345
2314.0,Bankstown_Home Central,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1368.0,2800.0,2320.0,2902.0,681281.683518,2007.9800075292299,4109.900600206026,3405.346211599279,4259.61840778496,2101.9205926767963,854.2721961856814
2315.0,Padstow Industrial Area_Northern End,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,18.0,18.0,3633.0,4293.0,803106.6225769998,22.41296422415469,22.41296422415469,4523.683279241888,5345.491967460894,0.0,821.8086882190055
2316.0,Bankstown_Mitcham Rd and Little Rd,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2028.0,2844.0,271.0,362.0,441079.818832,4597.8072752687685,6447.812569459752,614.4012680462703,820.7131329621766,1850.0052941909835,206.3118649159063
2318.0,Villawood,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3656.0,6900.0,205.0,292.0,1192369.51935,3066.1635849203917,5786.796700205334,171.9265686292889,244.89052702318224,2720.633115284942,72.96395839389334
2319.0,Bass Hill_Chester Hill Rd and Cann St,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3259.0,4700.0,478.0,657.0,771404.437497,4224.761800145432,6092.783203646373,619.6490151793546,851.6933116586526,1868.0214035009412,232.04429647929805
2320.0,Mirambeena Regional Park,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1672.0,1958.0,169.0,212.0,1899935.18351,880.0300212931974,1030.561472303876,88.95040286994639,111.58275389602741,150.53145101067855,22.632351026081025
2321.0,Bass Hill Plaza,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1059.0,3624.0,866.0,1133.0,533641.973287,1984.4765835734875,6791.070008376128,1622.8108794850239,2123.1463354001526,4806.593424802641,500.3354559151287
2322.0,Setfon Golf Course,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2373.0,3362.0,352.0,521.0,619827.845947,3828.4824012293725,5424.086739541994,567.8996229383646,840.5559759968407,1595.6043383126212,272.65635305847616
2323.0,Whitemore Reserve,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2720.0,3513.0,108.0,136.0,1079626.04485,2519.390869620887,3253.9044577125646,100.0346374702411,125.96954348104434,734.5135880916778,25.934906010803246
2324.0,Crest Sporting Complex,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,4028.0,5069.0,545.0,827.0,1629308.18326,2472.2149200408353,3111.136402603524,334.49779826769003,507.577392967669,638.9214825626887,173.079594699979
2325.0,Georges Hall,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3991.0,5703.0,748.0,1134.0,1173333.533,3401.419875724288,4860.510536521076,637.4998915163536,966.4771082614238,1459.0906607967877,328.9772167450702
2328.0,Fairfax Printers,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,0.0,4184.0,4473.0,1812622.43739,0.0,0.0,2308.2578664449024,2467.695372038252,0.0,159.43750559334967
2329.0,Potts Hill,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,939.0,1644.0,947.0,1878.0,1106962.43855,848.2672648134181,1485.1452431877096,855.4942489651831,1696.5345296268363,636.8779783742915,841.0402806616531
2330.0,Chullora Industrial Area_Southern End,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,0.0,2756.0,3350.0,756042.442516,0.0,0.0,3645.297995213642,4430.968172701633,0.0,785.6701774879912
2331.0,Yagoona Business Park,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3.0,5.0,1386.0,1755.0,367231.665083,8.169230176057813,13.615383626763021,3774.1843413387096,4778.999652993821,5.446153450705209,1004.8153116551111
2334.0,Condell Park_South St and Norman St,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2560.0,3617.0,205.0,286.0,565998.912434,4522.976888755977,6390.471643214987,362.1915086699122,505.30132429070676,1867.4947544590104,143.10981562079456
2335.0,Fairfax Comm Newspapers,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,975.0,1123.0,2222.0,2836.0,630378.848102,1546.6889521049377,1781.4684032962514,3524.8644631560733,4498.881916071388,234.77945119131368,974.0174529153151
2336.0,Condell Park_Jocarm Av and Dalton Av,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2438.0,3424.0,326.0,444.0,617023.903145,3951.224559653846,5549.217757282514,528.3425785263141,719.5831437597652,1597.993197628668,191.2405652334511
2337.0,Bankstown Airport,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,0.0,2474.0,2793.0,3558829.15836,0.0,0.0,695.1724541731256,784.8086760329587,0.0,89.63622185983309
2338.0,Condell Park,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2165.0,3480.0,193.0,272.0,682060.653487,3174.2045064930057,5102.185534686218,282.96603683748276,398.7915130559342,1927.9810281932118,115.82547621845146
2339.0,Condell Primary School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3205.0,4593.0,271.0,394.0,719112.903628,4456.88011413846,6387.035995082043,376.8532015386966,547.8972745617951,1930.1558809435828,171.04407302309852
2340.0,Condell Park_Woorang St and Milperra Rd,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,0.0,0.0,423.0,505.0,291072.428907,0.0,0.0,1453.2465393180607,1734.9633625428385,0.0,281.7168232247777
2341.0,Bankstown Paceway,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,491.0,700.0,2462.0,3017.0,915866.728517,536.1042002203121,764.3033404362902,2688.1640345059236,3294.1473972804106,228.1991402159781,605.983362774487
2342.0,Milperra Industrial Area_Western End,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3.0,5.0,4333.0,5134.0,1009939.39376,2.970475276571808,4.95079212761968,4290.356457795215,5083.473356639887,1.980316851047872,793.1168988446725
2343.0,Milperra Industrial Area_Eastern End,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3.0,3.0,3832.0,4476.0,996815.534664,3.009583915655187,3.009583915655187,3844.2418549302256,4490.299202157539,0.0,646.0573472273136
2346.0,Woolworths Greenacre,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3986.0,6221.0,1399.0,1768.0,1117107.06768,3568.1450017840243,5568.848483717616,1252.341911062682,1582.6593986839325,2000.7034819335913,330.3174876212506
2347.0,Bankstown Private Hospital,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3706.0,5947.0,527.0,753.0,750767.82912,4936.279707594725,7921.223804928718,701.9480318139288,1002.9731839770178,2984.9440973339933,301.02515216308905
2348.0,Greenacre_Waterloo Rd and Rawson Rd,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,5423.0,7138.0,768.0,975.0,1166854.38042,4647.537937037211,6117.301455757258,658.1798147970824,835.5798430041085,1469.7635187200467,177.40002820702614
2349.0,Greenacre,17100.0,Strathfield (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1310.0,1565.0,2979.0,3366.0,1038303.86176,1261.6730499099324,1507.2658955030872,2869.1023020470907,3241.825561829643,245.59284559315483,372.7232597825523
2350.0,Greenacre Civic Centre,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,4063.0,5948.0,721.0,1037.0,983824.176811,4129.802962527249,6045.7957226463395,732.8545252232701,1054.0501285111388,1915.9927601190902,321.1956032878687
2351.0,Greenacre_Ethel Pyers Res,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2678.0,3433.0,147.0,186.0,534976.959114,5005.823062800984,6417.09879559215,274.7781890335118,347.67852489954555,1411.2757327911659,72.90033586603374
2352.0,Greenacre Primary School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3430.0,4652.0,434.0,611.0,735725.7156,4662.063493597967,6323.008563328787,589.8937481695386,830.4725348654104,1660.9450697308203,240.5787866958717
2353.0,Mount Lewis Public School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2698.0,3569.0,263.0,365.0,642381.854359,4199.994102716672,5555.885453148926,409.4138061580744,568.1978678619664,1355.8913504322536,158.784061703892
2356.0,Padstow_Playford Park,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1933.0,2495.0,233.0,336.0,510890.508435,3783.5895717094404,4883.629581694286,456.06640983357454,657.6751661119358,1100.0400099848453,201.60875627836128
2357.0,Padstow Industrial Area_Southern End,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,11.0,11.0,2690.0,3376.0,867764.439485,12.676251180018705,12.676251180018705,3099.9196067500284,3890.456725794831,0.0,790.5371190448027
2358.0,Padstow Station_North,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2443.0,3713.0,354.0,501.0,679432.908646,3595.645675845323,5464.85157364457,521.0227463156956,737.3796494467895,1869.205897799247,216.35690313109387
2359.0,Padstow_Spring St and Baldwin St,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1033.0,1547.0,54.0,81.0,280374.140714,3684.362606941443,5517.627253570583,192.59978777815869,288.89968166723804,1833.2646466291399,96.29989388907936
2360.0,Padstow Station_South,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3386.0,5233.0,753.0,1041.0,979861.540945,3455.59026302274,5340.550456703485,768.4759208671362,1062.3949981709015,1884.9601936807449,293.91907730376533
2361.0,Padstow Hts Primary School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3277.0,4382.0,233.0,330.0,1013271.48857,3234.0789580734504,4324.606040365536,229.948244501408,325.67777118225166,1090.5270822920852,95.72952668084366
2362.0,Padstow_Adelaide Rd and Alma Rd,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2389.0,3196.0,201.0,305.0,684755.197374,3488.8380682055263,4667.361434066497,293.53555952671024,445.41465500321704,1178.523365860971,151.8790954765068
2363.0,Padstow Heights,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2633.0,3544.0,265.0,396.0,1480801.62353,1778.090973268478,2393.2982944411265,178.95712416108876,267.4227213878911,615.2073211726486,88.46559722680234
2366.0,Milperra,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2364.0,4090.0,263.0,375.0,2164399.25436,1092.2199290347753,1889.6698433808085,121.51177721495174,173.2582374737905,797.4499143460332,51.746460258838766
2367.0,Mount St Joseph  High School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1718.0,2685.0,962.0,1446.0,1435967.04788,1196.406284208528,1869.8200658323035,669.9318075719464,1006.986895789017,673.4137816237755,337.05508821707065
2368.0,Killara Res_Panania,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2538.0,3298.0,86.0,121.0,738348.965803,3437.3990044663615,4466.72258342398,116.47608919783573,163.87914875509446,1029.3235789576183,47.40305955725873
2369.0,Blue Gum Farm Milperra,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3.0,52.0,218.0,309.0,1984587.97302,1.5116487859365695,26.201912289567204,109.84647844472404,155.69982495146664,24.690263503630636,45.8533465067426
2370.0,Panania Station_North,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3090.0,4045.0,208.0,274.0,767568.478029,4025.699450210167,5269.888115242759,270.9855940594546,356.97140755908924,1244.1886650325923,85.98581349963462
2371.0,Revesby_Tower St Public School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1066.0,1480.0,74.0,108.0,293005.7414,3638.1539655386428,5051.095561911061,252.55477809555305,368.5934599232396,1412.9415963724182,116.03868182768656
2372.0,Panania Station_South,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2842.0,4037.0,806.0,1140.0,908283.319169,3128.9796256526897,4444.648398578433,887.3883104419662,1255.1149800295798,1315.6687729257437,367.7266695876136
2373.0,East Hills Station,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2255.0,3630.0,353.0,518.0,930462.508924,2423.525911439155,3901.285613536201,379.3812180656416,556.712382317287,1477.7597020970456,177.33116425164548
2374.0,Panania_West,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2225.0,3065.0,167.0,228.0,562586.760378,3954.945542097419,5448.048578215096,296.8431036091097,405.2708240890839,1493.1030361176772,108.4277204799742
2375.0,Picnic Point,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3328.0,4606.0,221.0,302.0,1177559.81928,2826.1833883181002,3911.478571692659,187.67624063049885,256.4625550697315,1085.2951833745587,68.78631443923263
2376.0,Picnic Point High School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2006.0,2835.0,130.0,181.0,584805.338424,3430.2012450946454,4847.766964029571,222.29619235408967,309.5046985853095,1417.5657189349254,87.20850623121981
2377.0,Picnic Point_Georges River National Park,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3224.0,4738.0,468.0,673.0,2817525.68432,1144.2664100427185,1681.6173234436724,166.10318855458817,238.86206388298683,537.3509134009539,72.75887532839866
2380.0,Sir Joseph Banks High School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2553.0,3135.0,415.0,582.0,689692.915222,3701.6474196755153,4545.501238026925,601.7170697866584,843.85381835141,843.8538183514102,242.13674856475166
2381.0,Greenway Shopping Village,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,4628.0,6492.0,748.0,1065.0,1289739.56219,3588.3213446143936,5033.574366732205,579.9620496481344,825.7481054482129,1445.2530221178113,245.78605580007843
2382.0,Revesby_Wilberforce Rd and English St,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1709.0,2443.0,138.0,198.0,431730.485208,3958.488127556326,5658.622876313695,319.64386284539086,458.6194553868651,1700.134748757369,138.97559254147427
2383.0,Revesby Station_North,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1958.0,3179.0,1016.0,1366.0,592185.683578,3306.3953660103994,5368.248656050592,1715.6780857336903,2306.708922354548,2061.853290040193,591.0308366208578
2384.0,Revesby Station_South,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1056.0,1560.0,788.0,1097.0,342254.235961,3085.42565451354,4558.0151714404565,2302.382022496846,3205.2196429937057,1472.5895169269165,902.8376204968599
2385.0,Padstow_Montgomery Av and Jamieson St,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1210.0,1765.0,163.0,254.0,329150.801273,3676.1265514782003,5362.283771371094,495.2137420586336,771.6827636987297,1686.1572198928939,276.46902164009606
2386.0,Panania_East,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1248.0,1586.0,201.0,311.0,340632.967323,3663.7675143656984,4656.0378828397415,590.0779410156293,913.0061674420931,992.2703684740432,322.92822642646377
2387.0,Revesby Heights,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2470.0,3382.0,225.0,334.0,1068554.40237,2311.5341572891975,3165.023692288286,210.5648523846435,312.5718253176486,853.4895349990884,102.00697293300507
2390.0,Birrong Station,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3236.0,5320.0,534.0,769.0,1193787.1777,2710.700919266542,4456.405713998146,447.3159118937989,644.1684199369502,1745.7047947316041,196.85250804315126
2391.0,Yagoona_O'Neil Park,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1283.0,2497.0,368.0,555.0,386306.067432,3321.2007477098236,6463.7866461663525,952.6125293509081,1436.684657037375,3142.585898456529,484.07212768646696
2392.0,Yagoona West,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1944.0,2514.0,130.0,171.0,458867.417335,4236.517840578701,5478.706713587889,283.30623419507776,372.6566619027561,1242.1888730091878,89.35042770767836
2393.0,Yagoona,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3487.0,5376.0,219.0,288.0,770061.03932,4528.212468818296,6981.264764085793,284.3930400548342,373.9963266474532,2453.0522952674974,89.60328659261899
2394.0,Yagoona_Graf Park,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2751.0,4866.0,410.0,536.0,703153.087984,3912.3770442185673,6920.256887374609,583.0878182950246,762.2806600149589,3007.8798431560413,179.19284171993434
2395.0,Yagoona Station_East,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2487.0,3914.0,68.0,101.0,498950.089335,4984.466489052382,7844.4719896063625,136.28617662065218,202.4250564512628,2860.0055005539807,66.13887983061062
2396.0,Yagoona_Edgar St and Elizabeth Cr,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1488.0,2101.0,87.0,112.0,332746.215591,4471.876554199485,6314.121398100214,261.46052433827634,336.59285891824084,1842.2448439007285,75.13233457996449
2397.0,Yagoona Station_West,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1838.0,4743.0,477.0,721.0,373558.774021,4920.243152679034,12696.797210640185,1276.9074993622955,1930.0845011325264,7776.554057961151,653.1770017702308
2398.0,Yagoona_Saltash St and Glassop St,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3097.0,4097.0,213.0,280.0,831785.5978129999,3723.3152487166058,4925.548134966721,256.07560477127447,336.62520815003217,1202.232886250115,80.5496033787577
2500.0,Belfield_Water St and Punchbowl Rd,17100.0,Strathfield (A),Central,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1488.0,3194.0,298.0,415.0,543606.811601,2737.272543766747,5875.570231714374,548.1903347059748,763.4194258489247,3138.2976879476273,215.22909114294987
2501.0,Belfield Plaza,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,5130.0,6433.0,583.0,968.0,1235967.78482,4150.593618220484,5204.828215596954,471.69514218763004,783.1919341983291,1054.2345973764695,311.4967920106991
2502.0,Belmore Boys High School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3282.0,5512.0,939.0,1344.0,589939.050398,5563.286576445163,9343.33808938627,1591.689852310179,2278.2014499519496,3780.051512941108,686.5115976417705
2503.0,Belmore Station_North,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,841.0,2084.0,140.0,234.0,171134.860021,4914.253004307835,12177.53063136448,818.0682765791877,1367.3426908537851,7263.277627056645,549.2744142745975
2504.0,Belmore Station_South,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1081.0,5161.0,1062.0,1744.0,300477.481602,3597.607362244362,17175.9959264969,3534.3746704010287,5804.095503935399,13578.388564252538,2269.7208335343707
2505.0,Belmore Sportsground,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3040.0,5823.0,579.0,850.0,631868.266982,4811.129406007345,9215.5284642042,916.3302388415306,1345.2171036533696,4404.399058196856,428.886864811839
2506.0,Belmore South Primary School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3378.0,4539.0,512.0,828.0,706840.250341,4779.014775078747,6421.535838982367,724.350374434671,1171.4103711560697,1642.5210639036195,447.05999672139865
2507.0,Belmore_All Saints Greek Orthodox Church,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,1665.0,4125.0,268.0,450.0,325642.318449,5112.971827280371,12667.272545063981,822.988858685369,1381.8842776433435,7554.30071778361,558.8954189579745
2508.0,Campsie_Anzac Square,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2014.0,5508.0,2323.0,4274.0,321373.686847,6266.847854780432,17138.92650651967,7228.345365767102,13299.159747433747,10872.078651739239,6070.814381666645
2509.0,Campsie_Seventh Av and Fifth Av,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3967.0,8299.0,320.0,554.0,418074.450264,9488.740575978687,19850.53139401238,765.4139108427476,1325.1228331465068,10361.790818033694,559.7089223037592
2510.0,Campsie_Brighton Av and Moore St,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,3574.0,6185.0,277.0,449.0,574747.252971,6218.385527769252,10761.251955582771,481.95097683046527,781.2129552233896,4542.866427813519,299.26197839292433
2511.0,Campsie_Beamish St and Ninth Av,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2421.0,6796.0,1083.0,1836.0,213334.931746,11348.352471795297,31856.011316943757,5076.524463839037,8606.185517644017,20507.65884514846,3529.66105380498
2512.0,Harcourt Primary School,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2877.0,5986.0,388.0,698.0,358676.313611,8021.159722078082,16689.14219546729,1081.7552909858518,1946.044312134342,8667.98247338921,864.2890211484901
2513.0,Canterbury_Wonga St and Wairoa St,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2803.0,6410.0,321.0,440.0,426547.403798,6571.36809424215,15027.63806068219,752.554105690949,1031.5383380187463,8456.269966440039,278.9842323277974
2514.0,Canterbury Memorial Hospital,11570.0,Canterbury-Bankstown (A),South,OutWSPP,OutWSPP,OutWSPP,OutWSPP,2242.0,6130.0,602.0,1107.0,311357.492371,7200.7260301561355,19687.97973454822,1933.4688091677044,3555.398624167191,12487.253704392082,1621.9298149994866
