Area,Data type,Year,Number,Unnamed: 4,LGA
Loftus,Total Population,2028,4219,,Sutherland Shire
Loftus,Total Population,2029,4218,,Sutherland Shire
Loftus,Total Population,2030,4224,,Sutherland Shire
Loftus,Total Population,2031,4236,,Sutherland Shire
Loftus,Total Population,2032,4247,,Sutherland Shire
Loftus,Total Population,2033,4253,,Sutherland Shire
Loftus,Total Population,2034,4264,,Sutherland Shire
Loftus,Total Population,2035,4278,,Sutherland Shire
Loftus,Total Population,2036,4291,,Sutherland Shire
Menai - Sandy Point,Total Population,2016,11205,,Sutherland Shire
Menai - Sandy Point,Total Population,2017,11203,,Sutherland Shire
Menai - Sandy Point,Total Population,2018,11220,,Sutherland Shire
Menai - Sandy Point,Total Population,2019,11260,,Sutherland Shire
Menai - Sandy Point,Total Population,2020,11301,,Sutherland Shire
Menai - Sandy Point,Total Population,2021,11307,,Sutherland Shire
Menai - Sandy Point,Total Population,2022,11295,,Sutherland Shire
Menai - Sandy Point,Total Population,2023,11252,,Sutherland Shire
Menai - Sandy Point,Total Population,2024,11230,,Sutherland Shire
Menai - Sandy Point,Total Population,2025,11220,,Sutherland Shire
Menai - Sandy Point,Total Population,2026,11211,,Sutherland Shire
Menai - Sandy Point,Total Population,2027,11213,,Sutherland Shire
Menai - Sandy Point,Total Population,2028,11223,,Sutherland Shire
Menai - Sandy Point,Total Population,2029,11222,,Sutherland Shire
Menai - Sandy Point,Total Population,2030,11211,,Sutherland Shire
Menai - Sandy Point,Total Population,2031,11202,,Sutherland Shire
Menai - Sandy Point,Total Population,2032,11195,,Sutherland Shire
Menai - Sandy Point,Total Population,2033,11168,,Sutherland Shire
Menai - Sandy Point,Total Population,2034,11148,,Sutherland Shire
Menai - Sandy Point,Total Population,2035,11144,,Sutherland Shire
Menai - Sandy Point,Total Population,2036,11133,,Sutherland Shire
Miranda,Total Population,2016,16137,,Sutherland Shire
Miranda,Total Population,2017,16456,,Sutherland Shire
Miranda,Total Population,2018,16713,,Sutherland Shire
Miranda,Total Population,2019,17371,,Sutherland Shire
Miranda,Total Population,2020,18152,,Sutherland Shire
Miranda,Total Population,2021,18877,,Sutherland Shire
Miranda,Total Population,2022,19556,,Sutherland Shire
Miranda,Total Population,2023,20292,,Sutherland Shire
Miranda,Total Population,2024,20671,,Sutherland Shire
Miranda,Total Population,2025,20860,,Sutherland Shire
Miranda,Total Population,2026,21060,,Sutherland Shire
Miranda,Total Population,2027,21232,,Sutherland Shire
Miranda,Total Population,2028,21447,,Sutherland Shire
Miranda,Total Population,2029,21681,,Sutherland Shire
Miranda,Total Population,2030,21950,,Sutherland Shire
Miranda,Total Population,2031,22259,,Sutherland Shire
Miranda,Total Population,2032,22515,,Sutherland Shire
Miranda,Total Population,2033,22779,,Sutherland Shire
Miranda,Total Population,2034,23036,,Sutherland Shire
Miranda,Total Population,2035,23300,,Sutherland Shire
Miranda,Total Population,2036,23582,,Sutherland Shire
Oyster Bay,Total Population,2016,5606,,Sutherland Shire
Oyster Bay,Total Population,2017,5566,,Sutherland Shire
Oyster Bay,Total Population,2018,5569,,Sutherland Shire
Oyster Bay,Total Population,2019,5558,,Sutherland Shire
Oyster Bay,Total Population,2020,5555,,Sutherland Shire
Oyster Bay,Total Population,2021,5557,,Sutherland Shire
Oyster Bay,Total Population,2022,5548,,Sutherland Shire
Oyster Bay,Total Population,2023,5532,,Sutherland Shire
Oyster Bay,Total Population,2024,5530,,Sutherland Shire
Oyster Bay,Total Population,2025,5524,,Sutherland Shire
Oyster Bay,Total Population,2026,5521,,Sutherland Shire
Oyster Bay,Total Population,2027,5511,,Sutherland Shire
Oyster Bay,Total Population,2028,5510,,Sutherland Shire
Oyster Bay,Total Population,2029,5505,,Sutherland Shire
Oyster Bay,Total Population,2030,5502,,Sutherland Shire
Oyster Bay,Total Population,2031,5497,,Sutherland Shire
Oyster Bay,Total Population,2032,5491,,Sutherland Shire
Oyster Bay,Total Population,2033,5490,,Sutherland Shire
Oyster Bay,Total Population,2034,5495,,Sutherland Shire
Oyster Bay,Total Population,2035,5495,,Sutherland Shire
Oyster Bay,Total Population,2036,5499,,Sutherland Shire
Sutherland,Total Population,2016,11231,,Sutherland Shire
Sutherland,Total Population,2017,11379,,Sutherland Shire
Sutherland,Total Population,2018,11879,,Sutherland Shire
Sutherland,Total Population,2019,12217,,Sutherland Shire
Sutherland,Total Population,2020,12408,,Sutherland Shire
Sutherland,Total Population,2021,12648,,Sutherland Shire
Sutherland,Total Population,2022,12926,,Sutherland Shire
Sutherland,Total Population,2023,13082,,Sutherland Shire
Sutherland,Total Population,2024,13253,,Sutherland Shire
Sutherland,Total Population,2025,13417,,Sutherland Shire
Sutherland,Total Population,2026,13621,,Sutherland Shire
Sutherland,Total Population,2027,13805,,Sutherland Shire
Sutherland,Total Population,2028,13998,,Sutherland Shire
Sutherland,Total Population,2029,14190,,Sutherland Shire
Sutherland,Total Population,2030,14420,,Sutherland Shire
Sutherland,Total Population,2031,14705,,Sutherland Shire
Sutherland,Total Population,2032,14940,,Sutherland Shire
Sutherland,Total Population,2033,15183,,Sutherland Shire
Sutherland,Total Population,2034,15431,,Sutherland Shire
Sutherland,Total Population,2035,15677,,Sutherland Shire
Sutherland,Total Population,2036,15945,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2016,11672,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2017,11749,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2018,11837,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2019,11846,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2020,11933,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2021,11999,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2022,11999,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2023,12004,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2024,12009,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2025,12015,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2026,12103,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2027,12101,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2028,12132,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2029,12152,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2030,12173,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2031,12259,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2032,12286,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2033,12315,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2034,12348,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2035,12388,,Sutherland Shire
Sylvania - Kangaroo Point,Total Population,2036,12454,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2016,4933,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2017,4952,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2018,4952,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2019,4968,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2020,4978,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2021,5029,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2022,5033,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2023,5038,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2024,5042,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2025,5048,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2026,5079,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2027,5082,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2028,5090,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2029,5101,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2030,5118,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2031,5178,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2032,5185,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2033,5189,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2034,5196,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2035,5207,,Sutherland Shire
Sylvania Waters - Taren Point,Total Population,2036,5240,,Sutherland Shire
Woolooware,Total Population,2016,4315,,Sutherland Shire
Woolooware,Total Population,2017,4675,,Sutherland Shire
Woolooware,Total Population,2018,5015,,Sutherland Shire
Woolooware,Total Population,2019,5313,,Sutherland Shire
Woolooware,Total Population,2020,5795,,Sutherland Shire
Woolooware,Total Population,2021,6031,,Sutherland Shire
Woolooware,Total Population,2022,6263,,Sutherland Shire
Woolooware,Total Population,2023,6257,,Sutherland Shire
Woolooware,Total Population,2024,6255,,Sutherland Shire
Woolooware,Total Population,2025,6255,,Sutherland Shire
Woolooware,Total Population,2026,6256,,Sutherland Shire
Woolooware,Total Population,2027,6262,,Sutherland Shire
Woolooware,Total Population,2028,6262,,Sutherland Shire
Woolooware,Total Population,2029,6259,,Sutherland Shire
Woolooware,Total Population,2030,6262,,Sutherland Shire
Woolooware,Total Population,2031,6268,,Sutherland Shire
Woolooware,Total Population,2032,6275,,Sutherland Shire
Woolooware,Total Population,2033,6283,,Sutherland Shire
Woolooware,Total Population,2034,6297,,Sutherland Shire
Woolooware,Total Population,2035,6308,,Sutherland Shire
Woolooware,Total Population,2036,6327,,Sutherland Shire
Woronora,Total Population,2016,2260,,Sutherland Shire
Woronora,Total Population,2017,2253,,Sutherland Shire
Woronora,Total Population,2018,2251,,Sutherland Shire
Woronora,Total Population,2019,2238,,Sutherland Shire
Woronora,Total Population,2020,2230,,Sutherland Shire
Woronora,Total Population,2021,2228,,Sutherland Shire
Woronora,Total Population,2022,2231,,Sutherland Shire
Woronora,Total Population,2023,2232,,Sutherland Shire
Woronora,Total Population,2024,2227,,Sutherland Shire
Woronora,Total Population,2025,2226,,Sutherland Shire
Woronora,Total Population,2026,2215,,Sutherland Shire
Woronora,Total Population,2027,2204,,Sutherland Shire
Woronora,Total Population,2028,2201,,Sutherland Shire
Woronora,Total Population,2029,2200,,Sutherland Shire
Woronora,Total Population,2030,2208,,Sutherland Shire
Woronora,Total Population,2031,2215,,Sutherland Shire
Woronora,Total Population,2032,2217,,Sutherland Shire
Woronora,Total Population,2033,2221,,Sutherland Shire
Woronora,Total Population,2034,2227,,Sutherland Shire
Woronora,Total Population,2035,2237,,Sutherland Shire
Woronora,Total Population,2036,2243,,Sutherland Shire
Woronora Heights,Total Population,2016,2931,,Sutherland Shire
Woronora Heights,Total Population,2017,2925,,Sutherland Shire
Woronora Heights,Total Population,2018,2902,,Sutherland Shire
Woronora Heights,Total Population,2019,2870,,Sutherland Shire
Woronora Heights,Total Population,2020,2863,,Sutherland Shire
Woronora Heights,Total Population,2021,2853,,Sutherland Shire
Woronora Heights,Total Population,2022,2840,,Sutherland Shire
Woronora Heights,Total Population,2023,2824,,Sutherland Shire
Woronora Heights,Total Population,2024,2808,,Sutherland Shire
Woronora Heights,Total Population,2025,2796,,Sutherland Shire
Woronora Heights,Total Population,2026,2786,,Sutherland Shire
Woronora Heights,Total Population,2027,2780,,Sutherland Shire
Woronora Heights,Total Population,2028,2766,,Sutherland Shire
Woronora Heights,Total Population,2029,2762,,Sutherland Shire
Woronora Heights,Total Population,2030,2752,,Sutherland Shire
Woronora Heights,Total Population,2031,2751,,Sutherland Shire
Woronora Heights,Total Population,2032,2757,,Sutherland Shire
Woronora Heights,Total Population,2033,2754,,Sutherland Shire
Woronora Heights,Total Population,2034,2755,,Sutherland Shire
Woronora Heights,Total Population,2035,2754,,Sutherland Shire
Woronora Heights,Total Population,2036,2753,,Sutherland Shire
Yarrawarrah,Total Population,2016,2831,,Sutherland Shire
Yarrawarrah,Total Population,2017,2827,,Sutherland Shire
Yarrawarrah,Total Population,2018,2819,,Sutherland Shire
Yarrawarrah,Total Population,2019,2802,,Sutherland Shire
Yarrawarrah,Total Population,2020,2784,,Sutherland Shire
Yarrawarrah,Total Population,2021,2775,,Sutherland Shire
Yarrawarrah,Total Population,2022,2752,,Sutherland Shire
Yarrawarrah,Total Population,2023,2743,,Sutherland Shire
Yarrawarrah,Total Population,2024,2732,,Sutherland Shire
Yarrawarrah,Total Population,2025,2733,,Sutherland Shire
Yarrawarrah,Total Population,2026,2727,,Sutherland Shire
Yarrawarrah,Total Population,2027,2717,,Sutherland Shire
Yarrawarrah,Total Population,2028,2714,,Sutherland Shire
Yarrawarrah,Total Population,2029,2707,,Sutherland Shire
Yarrawarrah,Total Population,2030,2700,,Sutherland Shire
Yarrawarrah,Total Population,2031,2701,,Sutherland Shire
Yarrawarrah,Total Population,2032,2705,,Sutherland Shire
Yarrawarrah,Total Population,2033,2707,,Sutherland Shire
Yarrawarrah,Total Population,2034,2708,,Sutherland Shire
Yarrawarrah,Total Population,2035,2720,,Sutherland Shire
Yarrawarrah,Total Population,2036,2721,,Sutherland Shire
Yowie Bay,Total Population,2016,3066,,Sutherland Shire
Yowie Bay,Total Population,2017,3071,,Sutherland Shire
Yowie Bay,Total Population,2018,3065,,Sutherland Shire
Yowie Bay,Total Population,2019,3074,,Sutherland Shire
Yowie Bay,Total Population,2020,3064,,Sutherland Shire
Yowie Bay,Total Population,2021,3059,,Sutherland Shire
Yowie Bay,Total Population,2022,3049,,Sutherland Shire
Yowie Bay,Total Population,2023,3050,,Sutherland Shire
Yowie Bay,Total Population,2024,3053,,Sutherland Shire
Yowie Bay,Total Population,2025,3050,,Sutherland Shire
Yowie Bay,Total Population,2026,3050,,Sutherland Shire
Yowie Bay,Total Population,2027,3048,,Sutherland Shire
Yowie Bay,Total Population,2028,3045,,Sutherland Shire
Yowie Bay,Total Population,2029,3046,,Sutherland Shire
Yowie Bay,Total Population,2030,3045,,Sutherland Shire
Yowie Bay,Total Population,2031,3049,,Sutherland Shire
Yowie Bay,Total Population,2032,3049,,Sutherland Shire
Yowie Bay,Total Population,2033,3050,,Sutherland Shire
Yowie Bay,Total Population,2034,3052,,Sutherland Shire
Yowie Bay,Total Population,2035,3054,,Sutherland Shire
Yowie Bay,Total Population,2036,3058,,Sutherland Shire
Northern Beaches Council area,Total Population,2016,266344,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2017,267870,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2018,269743,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2019,271519,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2020,273409,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2021,275403,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2022,277427,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2023,279500,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2024,281623,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2025,283694,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2026,285949,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2027,288175,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2028,290408,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2029,292616,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2030,294884,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2031,297375,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2032,299748,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2033,302112,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2034,304556,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2035,306938,,Northern Beaches Council area
Northern Beaches Council area,Total Population,2036,309333,,Northern Beaches Council area
Allambie Heights,Total Population,2016,7274,,Northern Beaches Council area
Allambie Heights,Total Population,2017,7261,,Northern Beaches Council area
Allambie Heights,Total Population,2018,7274,,Northern Beaches Council area
Allambie Heights,Total Population,2019,7291,,Northern Beaches Council area
Allambie Heights,Total Population,2020,7322,,Northern Beaches Council area
Allambie Heights,Total Population,2021,7369,,Northern Beaches Council area
Allambie Heights,Total Population,2022,7384,,Northern Beaches Council area
Allambie Heights,Total Population,2023,7404,,Northern Beaches Council area
Allambie Heights,Total Population,2024,7422,,Northern Beaches Council area
