Area,Data type,Year,Number,Unnamed: 4,LGA
Sydney Olympic Park - Carter Street Precinct,Total Population,2041,35322,,City of Parramatta
Telopea,Total Population,2016,5730,,City of Parramatta
Telopea,Total Population,2017,5753,,City of Parramatta
Telopea,Total Population,2018,5766,,City of Parramatta
Telopea,Total Population,2019,5781,,City of Parramatta
Telopea,Total Population,2020,5953,,City of Parramatta
Telopea,Total Population,2021,6242,,City of Parramatta
Telopea,Total Population,2022,6499,,City of Parramatta
Telopea,Total Population,2023,6772,,City of Parramatta
Telopea,Total Population,2024,7154,,City of Parramatta
Telopea,Total Population,2025,7694,,City of Parramatta
Telopea,Total Population,2026,8192,,City of Parramatta
Telopea,Total Population,2027,8684,,City of Parramatta
Telopea,Total Population,2028,9173,,City of Parramatta
Telopea,Total Population,2029,9657,,City of Parramatta
Telopea,Total Population,2030,10136,,City of Parramatta
Telopea,Total Population,2031,10607,,City of Parramatta
Telopea,Total Population,2032,11075,,City of Parramatta
Telopea,Total Population,2033,11532,,City of Parramatta
Telopea,Total Population,2034,11986,,City of Parramatta
Telopea,Total Population,2035,12566,,City of Parramatta
Telopea,Total Population,2036,13143,,City of Parramatta
Telopea,Total Population,2037,13846,,City of Parramatta
Telopea,Total Population,2038,14669,,City of Parramatta
Telopea,Total Population,2039,15485,,City of Parramatta
Telopea,Total Population,2040,16294,,City of Parramatta
Telopea,Total Population,2041,16970,,City of Parramatta
Toongabbie,Total Population,2016,7657,,City of Parramatta
Toongabbie,Total Population,2017,7688,,City of Parramatta
Toongabbie,Total Population,2018,7700,,City of Parramatta
Toongabbie,Total Population,2019,7725,,City of Parramatta
Toongabbie,Total Population,2020,7772,,City of Parramatta
Toongabbie,Total Population,2021,7790,,City of Parramatta
Toongabbie,Total Population,2022,7814,,City of Parramatta
Toongabbie,Total Population,2023,7841,,City of Parramatta
Toongabbie,Total Population,2024,7871,,City of Parramatta
Toongabbie,Total Population,2025,7911,,City of Parramatta
Toongabbie,Total Population,2026,7941,,City of Parramatta
Toongabbie,Total Population,2027,7990,,City of Parramatta
Toongabbie,Total Population,2028,8027,,City of Parramatta
Toongabbie,Total Population,2029,8069,,City of Parramatta
Toongabbie,Total Population,2030,8097,,City of Parramatta
Toongabbie,Total Population,2031,8137,,City of Parramatta
Toongabbie,Total Population,2032,8177,,City of Parramatta
Toongabbie,Total Population,2033,8216,,City of Parramatta
Toongabbie,Total Population,2034,8258,,City of Parramatta
Toongabbie,Total Population,2035,8305,,City of Parramatta
Toongabbie,Total Population,2036,8346,,City of Parramatta
Toongabbie,Total Population,2037,8384,,City of Parramatta
Toongabbie,Total Population,2038,8421,,City of Parramatta
Toongabbie,Total Population,2039,8460,,City of Parramatta
Toongabbie,Total Population,2040,8496,,City of Parramatta
Toongabbie,Total Population,2041,8534,,City of Parramatta
Wentworth Point,Total Population,2016,7322,,City of Parramatta
Wentworth Point,Total Population,2017,8560,,City of Parramatta
Wentworth Point,Total Population,2018,12198,,City of Parramatta
Wentworth Point,Total Population,2019,12653,,City of Parramatta
Wentworth Point,Total Population,2020,13083,,City of Parramatta
Wentworth Point,Total Population,2021,13473,,City of Parramatta
Wentworth Point,Total Population,2022,14470,,City of Parramatta
Wentworth Point,Total Population,2023,15555,,City of Parramatta
Wentworth Point,Total Population,2024,16733,,City of Parramatta
Wentworth Point,Total Population,2025,17807,,City of Parramatta
Wentworth Point,Total Population,2026,18321,,City of Parramatta
Wentworth Point,Total Population,2027,18640,,City of Parramatta
Wentworth Point,Total Population,2028,18912,,City of Parramatta
Wentworth Point,Total Population,2029,19033,,City of Parramatta
Wentworth Point,Total Population,2030,19086,,City of Parramatta
Wentworth Point,Total Population,2031,19052,,City of Parramatta
Wentworth Point,Total Population,2032,19017,,City of Parramatta
Wentworth Point,Total Population,2033,18974,,City of Parramatta
Wentworth Point,Total Population,2034,18927,,City of Parramatta
Wentworth Point,Total Population,2035,18878,,City of Parramatta
Wentworth Point,Total Population,2036,18828,,City of Parramatta
Wentworth Point,Total Population,2037,18780,,City of Parramatta
Wentworth Point,Total Population,2038,18729,,City of Parramatta
Wentworth Point,Total Population,2039,18678,,City of Parramatta
Wentworth Point,Total Population,2040,18629,,City of Parramatta
Wentworth Point,Total Population,2041,18580,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2016,5468,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2017,5520,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2018,5586,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2019,5641,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2020,5703,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2021,5774,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2022,5831,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2023,5894,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2024,5954,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2025,6013,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2026,6067,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2027,6107,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2028,6153,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2029,6197,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2030,6247,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2031,6295,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2032,6346,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2033,6401,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2034,6461,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2035,6520,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2036,6577,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2037,6629,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2038,6685,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2039,6740,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2040,6796,,City of Parramatta
Wentworthville - Pendle Hill,Total Population,2041,6853,,City of Parramatta
Westmead,Total Population,2016,9500,,City of Parramatta
Westmead,Total Population,2017,9567,,City of Parramatta
Westmead,Total Population,2018,9660,,City of Parramatta
Westmead,Total Population,2019,9804,,City of Parramatta
Westmead,Total Population,2020,9816,,City of Parramatta
Westmead,Total Population,2021,10323,,City of Parramatta
Westmead,Total Population,2022,10340,,City of Parramatta
Westmead,Total Population,2023,9524,,City of Parramatta
Westmead,Total Population,2024,10713,,City of Parramatta
Westmead,Total Population,2025,13220,,City of Parramatta
Westmead,Total Population,2026,14866,,City of Parramatta
Westmead,Total Population,2027,17181,,City of Parramatta
Westmead,Total Population,2028,18988,,City of Parramatta
Westmead,Total Population,2029,20285,,City of Parramatta
Westmead,Total Population,2030,21333,,City of Parramatta
Westmead,Total Population,2031,22035,,City of Parramatta
Westmead,Total Population,2032,22416,,City of Parramatta
Westmead,Total Population,2033,22668,,City of Parramatta
Westmead,Total Population,2034,22788,,City of Parramatta
Westmead,Total Population,2035,22838,,City of Parramatta
Westmead,Total Population,2036,22926,,City of Parramatta
Westmead,Total Population,2037,22954,,City of Parramatta
Westmead,Total Population,2038,23004,,City of Parramatta
Westmead,Total Population,2039,23050,,City of Parramatta
Westmead,Total Population,2040,23115,,City of Parramatta
Westmead,Total Population,2041,23221,,City of Parramatta
Winston Hills,Total Population,2016,12935,,City of Parramatta
Winston Hills,Total Population,2017,13023,,City of Parramatta
Winston Hills,Total Population,2018,13087,,City of Parramatta
Winston Hills,Total Population,2019,13173,,City of Parramatta
Winston Hills,Total Population,2020,13217,,City of Parramatta
Winston Hills,Total Population,2021,13258,,City of Parramatta
Winston Hills,Total Population,2022,13309,,City of Parramatta
Winston Hills,Total Population,2023,13359,,City of Parramatta
Winston Hills,Total Population,2024,13419,,City of Parramatta
Winston Hills,Total Population,2025,13482,,City of Parramatta
Winston Hills,Total Population,2026,13542,,City of Parramatta
Winston Hills,Total Population,2027,13583,,City of Parramatta
Winston Hills,Total Population,2028,13620,,City of Parramatta
Winston Hills,Total Population,2029,13660,,City of Parramatta
Winston Hills,Total Population,2030,13706,,City of Parramatta
Winston Hills,Total Population,2031,13751,,City of Parramatta
Winston Hills,Total Population,2032,13799,,City of Parramatta
Winston Hills,Total Population,2033,13852,,City of Parramatta
Winston Hills,Total Population,2034,13907,,City of Parramatta
Winston Hills,Total Population,2035,13966,,City of Parramatta
Winston Hills,Total Population,2036,14026,,City of Parramatta
Winston Hills,Total Population,2037,14081,,City of Parramatta
Winston Hills,Total Population,2038,14132,,City of Parramatta
Winston Hills,Total Population,2039,14182,,City of Parramatta
Winston Hills,Total Population,2040,14232,,City of Parramatta
Winston Hills,Total Population,2041,14278,,City of Parramatta
Parramatta,Total Population,2016,26796,,City of Parramatta
Parramatta,Total Population,2017,29664,,City of Parramatta
Parramatta,Total Population,2018,33226,,City of Parramatta
Parramatta,Total Population,2019,35608,,City of Parramatta
Parramatta,Total Population,2020,36646,,City of Parramatta
Parramatta,Total Population,2021,39322,,City of Parramatta
Parramatta,Total Population,2022,40402,,City of Parramatta
Parramatta,Total Population,2023,43712,,City of Parramatta
Parramatta,Total Population,2024,46649,,City of Parramatta
Parramatta,Total Population,2025,47937,,City of Parramatta
Parramatta,Total Population,2026,50407,,City of Parramatta
Parramatta,Total Population,2027,51868,,City of Parramatta
Parramatta,Total Population,2028,54245,,City of Parramatta
Parramatta,Total Population,2029,56413,,City of Parramatta
Parramatta,Total Population,2030,58070,,City of Parramatta
Parramatta,Total Population,2031,59849,,City of Parramatta
Parramatta,Total Population,2032,61545,,City of Parramatta
Parramatta,Total Population,2033,63428,,City of Parramatta
Parramatta,Total Population,2034,65287,,City of Parramatta
Parramatta,Total Population,2035,67197,,City of Parramatta
Parramatta,Total Population,2036,69316,,City of Parramatta
Parramatta,Total Population,2037,71432,,City of Parramatta
Parramatta,Total Population,2038,73261,,City of Parramatta
Parramatta,Total Population,2039,75078,,City of Parramatta
Parramatta,Total Population,2040,76741,,City of Parramatta
Parramatta,Total Population,2041,78636,,City of Parramatta
Mosman Council area,Total Population,2016,30489,,Mosman Council area
Mosman Council area,Total Population,2017,30661,,Mosman Council area
Mosman Council area,Total Population,2018,30811,,Mosman Council area
Mosman Council area,Total Population,2019,30913,,Mosman Council area
Mosman Council area,Total Population,2020,30991,,Mosman Council area
Mosman Council area,Total Population,2021,31063,,Mosman Council area
Mosman Council area,Total Population,2022,31132,,Mosman Council area
Mosman Council area,Total Population,2023,31204,,Mosman Council area
Mosman Council area,Total Population,2024,31276,,Mosman Council area
Mosman Council area,Total Population,2025,31339,,Mosman Council area
Mosman Council area,Total Population,2026,31400,,Mosman Council area
Mosman Council area,Total Population,2027,31460,,Mosman Council area
Mosman Council area,Total Population,2028,31534,,Mosman Council area
Mosman Council area,Total Population,2029,31627,,Mosman Council area
Mosman Council area,Total Population,2030,31716,,Mosman Council area
Mosman Council area,Total Population,2031,31770,,Mosman Council area
Mosman Council area,Total Population,2032,31835,,Mosman Council area
Mosman Council area,Total Population,2033,31899,,Mosman Council area
Mosman Council area,Total Population,2034,31975,,Mosman Council area
Mosman Council area,Total Population,2035,32051,,Mosman Council area
Mosman Council area,Total Population,2036,32125,,Mosman Council area
Balmoral,Total Population,2016,3581,,Mosman Council area
Balmoral,Total Population,2017,3585,,Mosman Council area
Balmoral,Total Population,2018,3593,,Mosman Council area
Balmoral,Total Population,2019,3598,,Mosman Council area
Balmoral,Total Population,2020,3603,,Mosman Council area
Balmoral,Total Population,2021,3607,,Mosman Council area
Balmoral,Total Population,2022,3605,,Mosman Council area
Balmoral,Total Population,2023,3606,,Mosman Council area
Balmoral,Total Population,2024,3613,,Mosman Council area
Balmoral,Total Population,2025,3616,,Mosman Council area
Balmoral,Total Population,2026,3621,,Mosman Council area
Balmoral,Total Population,2027,3627,,Mosman Council area
Balmoral,Total Population,2028,3625,,Mosman Council area
Balmoral,Total Population,2029,3629,,Mosman Council area
Balmoral,Total Population,2030,3635,,Mosman Council area
Balmoral,Total Population,2031,3641,,Mosman Council area
Balmoral,Total Population,2032,3647,,Mosman Council area
Balmoral,Total Population,2033,3649,,Mosman Council area
Balmoral,Total Population,2034,3655,,Mosman Council area
Balmoral,Total Population,2035,3660,,Mosman Council area
Balmoral,Total Population,2036,3664,,Mosman Council area
Beauty Point - The Spit,Total Population,2016,2189,,Mosman Council area
Beauty Point - The Spit,Total Population,2017,2187,,Mosman Council area
Beauty Point - The Spit,Total Population,2018,2173,,Mosman Council area
Beauty Point - The Spit,Total Population,2019,2175,,Mosman Council area
Beauty Point - The Spit,Total Population,2020,2167,,Mosman Council area
Beauty Point - The Spit,Total Population,2021,2163,,Mosman Council area
Beauty Point - The Spit,Total Population,2022,2163,,Mosman Council area
Beauty Point - The Spit,Total Population,2023,2162,,Mosman Council area
Beauty Point - The Spit,Total Population,2024,2159,,Mosman Council area
Beauty Point - The Spit,Total Population,2025,2158,,Mosman Council area
Beauty Point - The Spit,Total Population,2026,2160,,Mosman Council area
Beauty Point - The Spit,Total Population,2027,2160,,Mosman Council area
Beauty Point - The Spit,Total Population,2028,2163,,Mosman Council area
Beauty Point - The Spit,Total Population,2029,2166,,Mosman Council area
Beauty Point - The Spit,Total Population,2030,2169,,Mosman Council area
Beauty Point - The Spit,Total Population,2031,2170,,Mosman Council area
Beauty Point - The Spit,Total Population,2032,2173,,Mosman Council area
Beauty Point - The Spit,Total Population,2033,2177,,Mosman Council area
Beauty Point - The Spit,Total Population,2034,2183,,Mosman Council area
Beauty Point - The Spit,Total Population,2035,2190,,Mosman Council area
Beauty Point - The Spit,Total Population,2036,2194,,Mosman Council area
Middle Harbour,Total Population,2016,8249,,Mosman Council area
Middle Harbour,Total Population,2017,8311,,Mosman Council area
Middle Harbour,Total Population,2018,8368,,Mosman Council area
Middle Harbour,Total Population,2019,8415,,Mosman Council area
Middle Harbour,Total Population,2020,8448,,Mosman Council area
Middle Harbour,Total Population,2021,8480,,Mosman Council area
Middle Harbour,Total Population,2022,8500,,Mosman Council area
Middle Harbour,Total Population,2023,8524,,Mosman Council area
Middle Harbour,Total Population,2024,8546,,Mosman Council area
Middle Harbour,Total Population,2025,8567,,Mosman Council area
Middle Harbour,Total Population,2026,8592,,Mosman Council area
Middle Harbour,Total Population,2027,8602,,Mosman Council area
Middle Harbour,Total Population,2028,8633,,Mosman Council area
Middle Harbour,Total Population,2029,8666,,Mosman Council area
Middle Harbour,Total Population,2030,8691,,Mosman Council area
Middle Harbour,Total Population,2031,8703,,Mosman Council area
Middle Harbour,Total Population,2032,8715,,Mosman Council area
Middle Harbour,Total Population,2033,8729,,Mosman Council area
Middle Harbour,Total Population,2034,8745,,Mosman Council area
Middle Harbour,Total Population,2035,8761,,Mosman Council area
Middle Harbour,Total Population,2036,8778,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2016,2432,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2017,2423,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2018,2413,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2019,2409,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2020,2401,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2021,2395,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2022,2393,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2023,2387,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2024,2381,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2025,2381,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2026,2377,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2027,2376,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2028,2377,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2029,2376,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2030,2375,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2031,2376,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2032,2378,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2033,2378,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2034,2383,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2035,2384,,Mosman Council area
Middle Head - Georges Heights - Clifton Gardens,Total Population,2036,2388,,Mosman Council area
Mosman Bay,Total Population,2016,5323,,Mosman Council area
Mosman Bay,Total Population,2017,5315,,Mosman Council area
Mosman Bay,Total Population,2018,5305,,Mosman Council area
Mosman Bay,Total Population,2019,5295,,Mosman Council area
Mosman Bay,Total Population,2020,5292,,Mosman Council area
Mosman Bay,Total Population,2021,5285,,Mosman Council area
Mosman Bay,Total Population,2022,5271,,Mosman Council area
Mosman Bay,Total Population,2023,5258,,Mosman Council area
Mosman Bay,Total Population,2024,5241,,Mosman Council area
Mosman Bay,Total Population,2025,5234,,Mosman Council area
Mosman Bay,Total Population,2026,5224,,Mosman Council area
Mosman Bay,Total Population,2027,5215,,Mosman Council area
Mosman Bay,Total Population,2028,5212,,Mosman Council area
Mosman Bay,Total Population,2029,5206,,Mosman Council area
Mosman Bay,Total Population,2030,5202,,Mosman Council area
Mosman Bay,Total Population,2031,5198,,Mosman Council area
Mosman Bay,Total Population,2032,5196,,Mosman Council area
Mosman Bay,Total Population,2033,5194,,Mosman Council area
Mosman Bay,Total Population,2034,5196,,Mosman Council area
Mosman Bay,Total Population,2035,5198,,Mosman Council area
Mosman Bay,Total Population,2036,5200,,Mosman Council area
Mosman Central,Total Population,2016,5842,,Mosman Council area
Mosman Central,Total Population,2017,5959,,Mosman Council area
Mosman Central,Total Population,2018,6069,,Mosman Council area
Mosman Central,Total Population,2019,6114,,Mosman Council area
Mosman Central,Total Population,2020,6161,,Mosman Council area
Mosman Central,Total Population,2021,6207,,Mosman Council area
Mosman Central,Total Population,2022,6251,,Mosman Council area
Mosman Central,Total Population,2023,6293,,Mosman Council area
Mosman Central,Total Population,2024,6333,,Mosman Council area
Mosman Central,Total Population,2025,6373,,Mosman Council area
Mosman Central,Total Population,2026,6414,,Mosman Council area
Mosman Central,Total Population,2027,6461,,Mosman Council area
Mosman Central,Total Population,2028,6503,,Mosman Council area
Mosman Central,Total Population,2029,6545,,Mosman Council area
Mosman Central,Total Population,2030,6589,,Mosman Council area
Mosman Central,Total Population,2031,6612,,Mosman Council area
Mosman Central,Total Population,2032,6639,,Mosman Council area
Mosman Central,Total Population,2033,6668,,Mosman Council area
Mosman Central,Total Population,2034,6695,,Mosman Council area
Mosman Central,Total Population,2035,6723,,Mosman Council area
Mosman Central,Total Population,2036,6749,,Mosman Council area
Mosman Junction,Total Population,2016,2873,,Mosman Council area
Mosman Junction,Total Population,2017,2882,,Mosman Council area
Mosman Junction,Total Population,2018,2889,,Mosman Council area
Mosman Junction,Total Population,2019,2906,,Mosman Council area
Mosman Junction,Total Population,2020,2918,,Mosman Council area
Mosman Junction,Total Population,2021,2925,,Mosman Council area
Mosman Junction,Total Population,2022,2949,,Mosman Council area
Mosman Junction,Total Population,2023,2975,,Mosman Council area
Mosman Junction,Total Population,2024,3004,,Mosman Council area
Mosman Junction,Total Population,2025,3009,,Mosman Council area
Mosman Junction,Total Population,2026,3012,,Mosman Council area
Mosman Junction,Total Population,2027,3018,,Mosman Council area
Mosman Junction,Total Population,2028,3022,,Mosman Council area
Mosman Junction,Total Population,2029,3039,,Mosman Council area
Mosman Junction,Total Population,2030,3055,,Mosman Council area
Mosman Junction,Total Population,2031,3069,,Mosman Council area
Mosman Junction,Total Population,2032,3087,,Mosman Council area
Mosman Junction,Total Population,2033,3103,,Mosman Council area
Mosman Junction,Total Population,2034,3119,,Mosman Council area
Mosman Junction,Total Population,2035,3135,,Mosman Council area
Mosman Junction,Total Population,2036,3151,,Mosman Council area
Hornsby Shire,Total Population,2016,147661,,Hornsby Shire
Hornsby Shire,Total Population,2017,150377,,Hornsby Shire
Hornsby Shire,Total Population,2018,152374,,Hornsby Shire
Hornsby Shire,Total Population,2019,154490,,Hornsby Shire
Hornsby Shire,Total Population,2020,155927,,Hornsby Shire
Hornsby Shire,Total Population,2021,157538,,Hornsby Shire
Hornsby Shire,Total Population,2022,159128,,Hornsby Shire
Hornsby Shire,Total Population,2023,160893,,Hornsby Shire
Hornsby Shire,Total Population,2024,162675,,Hornsby Shire
Hornsby Shire,Total Population,2025,164394,,Hornsby Shire
Hornsby Shire,Total Population,2026,166158,,Hornsby Shire
Hornsby Shire,Total Population,2027,167859,,Hornsby Shire
Hornsby Shire,Total Population,2028,169481,,Hornsby Shire
Hornsby Shire,Total Population,2029,171063,,Hornsby Shire
Hornsby Shire,Total Population,2030,172393,,Hornsby Shire
Hornsby Shire,Total Population,2031,173721,,Hornsby Shire
Hornsby Shire,Total Population,2032,174894,,Hornsby Shire
Hornsby Shire,Total Population,2033,176107,,Hornsby Shire
Hornsby Shire,Total Population,2034,177236,,Hornsby Shire
Hornsby Shire,Total Population,2035,178445,,Hornsby Shire
Hornsby Shire,Total Population,2036,179582,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2016,4031,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2017,3947,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2018,3903,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2019,3890,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2020,3896,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2021,3863,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2022,3861,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2023,3865,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2024,3871,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2025,3872,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2026,3866,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2027,3876,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2028,3883,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2029,3898,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2030,3905,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2031,3917,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2032,3929,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2033,3942,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2034,3955,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2035,3963,,Hornsby Shire
Arcadia - North Western Rural,Total Population,2036,3970,,Hornsby Shire
Asquith,Total Population,2016,3663,,Hornsby Shire
Asquith,Total Population,2017,4322,,Hornsby Shire
Asquith,Total Population,2018,4900,,Hornsby Shire
Asquith,Total Population,2019,5662,,Hornsby Shire
Asquith,Total Population,2020,6379,,Hornsby Shire
Asquith,Total Population,2021,6809,,Hornsby Shire
Asquith,Total Population,2022,7134,,Hornsby Shire
Asquith,Total Population,2023,7390,,Hornsby Shire
Asquith,Total Population,2024,7670,,Hornsby Shire
Asquith,Total Population,2025,7823,,Hornsby Shire
Asquith,Total Population,2026,8158,,Hornsby Shire
Asquith,Total Population,2027,8231,,Hornsby Shire
Asquith,Total Population,2028,8448,,Hornsby Shire
Asquith,Total Population,2029,8531,,Hornsby Shire
Asquith,Total Population,2030,8615,,Hornsby Shire
Asquith,Total Population,2031,8650,,Hornsby Shire
Asquith,Total Population,2032,8699,,Hornsby Shire
Asquith,Total Population,2033,8745,,Hornsby Shire
Asquith,Total Population,2034,8795,,Hornsby Shire
Asquith,Total Population,2035,8846,,Hornsby Shire
Asquith,Total Population,2036,8898,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2016,9147,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2017,9832,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2018,10192,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2019,10116,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2020,10290,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2021,10341,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2022,10410,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2023,10453,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2024,10649,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2025,10668,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2026,10682,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2027,10821,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2028,10968,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2029,10994,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2030,11013,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2031,11039,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2032,11068,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2033,11097,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2034,11122,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2035,11150,,Hornsby Shire
Beecroft - Cheltenham,Total Population,2036,11182,,Hornsby Shire
Berowra,Total Population,2016,4906,,Hornsby Shire
Berowra,Total Population,2017,4904,,Hornsby Shire
Berowra,Total Population,2018,4903,,Hornsby Shire
Berowra,Total Population,2019,4904,,Hornsby Shire
Berowra,Total Population,2020,4894,,Hornsby Shire
Berowra,Total Population,2021,4899,,Hornsby Shire
Berowra,Total Population,2022,4943,,Hornsby Shire
Berowra,Total Population,2023,4986,,Hornsby Shire
Berowra,Total Population,2024,4986,,Hornsby Shire
Berowra,Total Population,2025,5013,,Hornsby Shire
Berowra,Total Population,2026,5042,,Hornsby Shire
Berowra,Total Population,2027,5042,,Hornsby Shire
Berowra,Total Population,2028,5049,,Hornsby Shire
Berowra,Total Population,2029,5082,,Hornsby Shire
Berowra,Total Population,2030,5118,,Hornsby Shire
Berowra,Total Population,2031,5154,,Hornsby Shire
Berowra,Total Population,2032,5192,,Hornsby Shire
Berowra,Total Population,2033,5234,,Hornsby Shire
Berowra,Total Population,2034,5235,,Hornsby Shire
Berowra,Total Population,2035,5237,,Hornsby Shire
Berowra,Total Population,2036,5238,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2016,7196,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2017,7169,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2018,7121,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2019,7143,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2020,7115,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2021,7136,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2022,7110,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2023,7098,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2024,7081,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2025,7071,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2026,7075,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2027,7120,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2028,7112,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2029,7122,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2030,7129,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2031,7170,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2032,7174,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2033,7181,,Hornsby Shire
Berowra Heights - North Eastern Rural,Total Population,2034,7192,,Hornsby Shire
