LOC_PID,NSW_LOCA_2,LGA_NAME16,Split_id,merge_id,Pop_2016,Pop_BuildO,LGA_CODE16,TZ16_CODE,Precinct,Sub-precin,Area,layer,path
,,Rockdale (C),,,2479,3969,16650,2763,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Rockdale (C),,,2677,3945,16650,2764,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Rockdale (C),,,1940,3135,16650,2765,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Rockdale (C),,,2668,5219,16650,2766,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Rockdale (C),,,1354,1587,16650,2767,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Rockdale (C),,,4680,9050,16650,2768,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Rockdale (C),,,2673,3411,16650,2769,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Rockdale (C),,,2839,3860,16650,2772,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Rockdale (C),,,3766,4970,16650,2773,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Rockdale (C),,,3173,3643,16650,2775,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Rockdale (C),,,4277,5290,16650,2776,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1100,1629,16700,1500,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2085,3097,16700,1503,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1528,2268,16700,1504,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2472,3840,16700,1505,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,4227,5397,16700,1506,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1214,6502,16700,1507,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2483,4062,16700,1508,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1614,2490,16700,1509,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1092,2034,16700,1510,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2200,3514,16700,1511,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2348,3841,16700,1512,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1252,1858,16700,1515,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,756,1125,16700,1516,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2626,3939,16700,1517,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2321,5160,16700,1518,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,4233,6494,16700,1520,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,3719,3879,16700,1533,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,3231,4442,16700,1534,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2791,3260,16700,1535,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,578,1279,16700,1536,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,469,1228,16700,1537,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1475,1977,16700,1538,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,0,2815,16700,1539,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2311,3050,16700,1540,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1975,7361,16700,1541,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,0,0,16700,1542,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,915,3984,16700,1543,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,27,305,16700,1544,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,15,123,16700,1545,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,856,1151,16700,1546,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,4,22,16700,1547,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,0,65,16700,1548,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,3287,4943,16700,1549,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,0,63,16700,1550,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,8,15,16700,1551,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,0,6587,16700,1552,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1029,4480,16700,1553,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2147,3691,16700,1554,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2293,4643,16700,1555,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1692,2164,16700,1556,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1918,3293,16700,1557,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,36,6081,16700,1558,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,185,319,16700,1559,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2301,3634,16700,1560,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2185,3147,16700,1561,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,0,0,16700,1562,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2284,3631,16700,1582,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2214,4457,16700,1583,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2423,3094,16700,1584,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1725,2321,16700,1585,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2616,3313,16700,1586,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,154,234,16700,1587,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2980,4170,16700,1588,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,899,2188,16700,1589,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,3446,4329,16700,1590,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1521,3298,16700,1591,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2357,3536,16700,1563,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1916,3010,16700,1578,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1334,2029,16700,1564,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,4475,5900,16700,1565,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,622,862,16700,1566,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2353,3294,16700,1567,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,822,1737,16700,1568,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2585,3779,16700,1569,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1640,2193,16700,1570,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,4524,7430,16700,1571,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1001,1282,16700,1572,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1189,3016,16700,1573,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1583,2055,16700,1574,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2031,7343,16700,1575,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,534,1553,16700,1576,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,1556,2248,16700,1577,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Ryde (C),,,2058,5978,16700,1581,OutWSPP,OutWSPP,,CoD_ToMerge,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/CoD_ToMerge.shp|layername=CoD_ToMerge
,,Strathfield (A),,1276,9032,12035,17100,,,,Homebush West,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Strathfield (A),,1294,3692,5616,17100,,,,Strathfield South,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Strathfield (A),,1310,18521,21906,17100,,,,Strathfield (Strathfield LGA),Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Strathfield (A),,20,3138,4031,17100,,,,Belfield - Greenacre,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Strathfield (A),,89,7949,20453,17100,,,,Homebush,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,707,19625,24608,17150,,,,Cronulla - Greenhills Beach,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,699,16137,23582,17150,,,,Miranda,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,660,6323,7417,17150,,,,Jannali,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,658,4412,5498,17150,,,,Barden Ridge - Lucas Heights,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,1004,5606,5499,17150,,,,Oyster Bay,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,1019,2931,2753,17150,,,,Woronora Heights,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,981,4243,4291,17150,,,,Loftus,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,1087,3251,3275,17150,,,,Alfords Point,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,1084,6702,7292,17150,,,,Heathcote - Waterfall,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,1061,3146,3074,17150,,,,Grays Point,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,1057,2831,2721,17150,,,,Yarrawarrah,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,890,4121,3945,17150,,,,Como,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,925,7061,6945,17150,,,,Gymea Bay,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,1261,5720,5554,17150,,,,Bangor,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,1260,7619,7704,17150,,,,Illawong,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,1226,11231,15945,17150,,,,Sutherland,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
,,Sutherland Shire (A),,1243,9409,13680,17150,,,,Kirrawee,Fid_ControlTotals_filtered,/Users/hemarayaprolu/Dropbox (Sydney Uni)/Analysis/iMove : Liverpool Project/LandUseAllocation/Fid_ControlTotals_filtered.shp|layername=Fid_ControlTotals_filtered
