MB_ID,lon,lat,T15,T30,pop,NSW_LOCA_2,W15_value,W60_value,A30_value
"10030581",150.6581226000,-33.8993397000,"152","436","0",GREENDALE,"152","1108","451984"
"10030582",150.6573204000,-33.8992420000,"148","432","0",GREENDALE,"148","1099","452428"
"10030583",150.6695879000,-33.8993686000,"159","415","0",GREENDALE,"159","3147","572059"
"10030584",150.6461885000,-33.9019854000,"89","304","0",GREENDALE,"89","1452","463518"
"10030585",150.6529578000,-33.9007604000,"121","392","0",GREENDALE,"121","1188","450159"
"10030586",150.6562839000,-33.9004822000,"157","450","0",GREENDALE,"157","1117","450823"
"10030587",150.6512362000,-33.9012339000,"113","362","0",GREENDALE,"113","1232","449670"
"10030588",150.6453483000,-33.9019333000,"80","305","0",GREENDALE,"80","1511","467761"
"10030589",150.6637382000,-33.9000232000,"152","435","0",GREENDALE,"152","1937","488528"
"10030590",150.6589248000,-33.8994373000,"157","438","0",GREENDALE,"157","1473","461504"
"10030591",150.6554817000,-33.9003845000,"153","439","0",GREENDALE,"153","1160","455420"
"10030592",150.6639723000,-33.8986853000,"141","417","0",GREENDALE,"141","1944","501491"
"10030593",150.6591238000,-33.9076600000,"165","527","0",GREENDALE,"165","1270","444510"
"10030594",150.6583215000,-33.9075624000,"159","521","0",GREENDALE,"159","1276","442997"
"10030595",150.6585558000,-33.9062245000,"174","512","0",GREENDALE,"174","1228","443518"
"10030596",150.6708243000,-33.9063510000,"137","443","0",GREENDALE,"137","2109","522831"
"10030597",150.6710584000,-33.9050131000,"139","464","0",GREENDALE,"139","2128","526549"
"10030598",150.6535078000,-33.9069763000,"135","472","0",GREENDALE,"135","1341","454283"
"10030599",150.6532734000,-33.9083141000,"141","495","0",GREENDALE,"141","1412","461847"
"10030600",150.6540757000,-33.9084118000,"137","492","0",GREENDALE,"137","1372","455467"
"10030601",150.6835608000,-33.9038004000,"71","194","1",LUDDENHAM,"71","3328","647611"
"10030602",150.6825246000,-33.9050408000,"82","204","0",GREENDALE,"82","3304","645573"
"10030603",150.6460529000,-33.9074346000,"65","275","0",GREENDALE,"65","1451","449124"
"10030604",150.6458184000,-33.9087725000,"62","300","0",GREENDALE,"62","1424","445694"
"10030605",150.6468552000,-33.9075323000,"61","267","0",GREENDALE,"61","1422","445452"
"10030606",150.6466207000,-33.9088702000,"67","316","0",GREENDALE,"67","1443","445644"
"10030607",150.6649741000,-33.9070057000,"168","537","0",GREENDALE,"168","1278","480483"
"10030608",150.6593581000,-33.9063221000,"170","497","0",GREENDALE,"170","1206","446079"
"10030609",150.6769085000,-33.9043581000,"45","147","0",GREENDALE,"45","2511","582627"
"10030610",150.6652083000,-33.9056677000,"170","510","0",GREENDALE,"170","1260","485075"
"10030611",150.8141952000,-33.9294492000,"2906","50276","0",AUSTRAL,"2714","27330","1183542"
"10030612",150.8157630000,-33.9284016000,"3179","41763","150",AUSTRAL,"3074","25201","1224410"
"10030613",150.8148614000,-33.9285594000,"2744","47906","150",AUSTRAL,"2744","27071","1194345"
"10030614",150.8166077000,-33.9284098000,"3206","41203","150",AUSTRAL,"3104","25409","1260445"
"10030615",150.8190163000,-33.9286402000,"2497","36551","150",AUSTRAL,"2497","24309","1327184"
"10030616",150.8196267000,-33.9278970000,"1950","27308","150",AUSTRAL,"1950","22266","1350362"
"10030617",150.8197919000,-33.9271520000,"2100","24884","150",AUSTRAL,"2100","21783","1384811"
"10030618",150.8162158000,-33.9294492000,"3354","43382","150",AUSTRAL,"2834","25805","1198112"
"10030619",150.6577535000,-33.9061268000,"174","509","0",GREENDALE,"174","1244","443504"
"10030620",150.6569512000,-33.9060291000,"166","508","0",GREENDALE,"166","1238","443073"
"10030621",150.6474230000,-33.9089679000,"69","312","0",GREENDALE,"69","1389","447101"
"10030622",150.6476002000,-33.9068634000,"68","285","0",GREENDALE,"68","1445","445555"
"10030623",150.6452506000,-33.9073368000,"58","252","0",GREENDALE,"58","1449","445113"
"10030624",150.6450161000,-33.9086747000,"63","290","0",GREENDALE,"63","1480","442725"
"10030625",150.6482253000,-33.9090657000,"76","359","0",GREENDALE,"76","1427","448381"
"10030626",150.6753618000,-33.9058163000,"91","377","0",GREENDALE,"91","2099","508122"
"10030627",150.6394002000,-33.9079903000,"40","183","0",GREENDALE,"40","1477","424449"
"10030628",150.6749696000,-33.9013896000,"104","361","0",GREENDALE,"104","2268","567940"
"10030629",150.6759463000,-33.9028132000,"89","344","0",GREENDALE,"89","2252","526147"
"10030630",150.6724290000,-33.9065462000,"121","399","0",GREENDALE,"121","2082","521410"
"10030631",150.6716267000,-33.9064486000,"146","456","0",GREENDALE,"146","2155","524216"
"10030632",150.6678493000,-33.9046227000,"161","510","0",GREENDALE,"161","2139","507621"
"10030633",150.6739334000,-33.9026299000,"109","366","0",GREENDALE,"109","2959","560010"
"10030634",150.6736993000,-33.9039679000,"124","399","0",GREENDALE,"124","2302","550690"
"10030635",150.6734653000,-33.9053058000,"114","399","0",GREENDALE,"114","2071","523760"
"10030636",150.6625672000,-33.9067127000,"192","538","0",GREENDALE,"192","1259","463411"
"10030637",150.6567169000,-33.9073670000,"148","510","0",GREENDALE,"148","1264","442483"
"10030638",150.6563655000,-33.9093738000,"136","522","0",GREENDALE,"136","1364","445740"
"10030639",150.6676152000,-33.9059606000,"173","525","0",GREENDALE,"173","2190","501620"
"10030640",150.6628014000,-33.9053748000,"184","517","0",GREENDALE,"184","1215","466543"
"10030641",150.6644060000,-33.9055701000,"174","507","0",GREENDALE,"174","1600","481244"
"10030642",150.6641718000,-33.9069080000,"187","543","0",GREENDALE,"187","1275","476338"
"10030643",150.6702561000,-33.9049155000,"137","478","0",GREENDALE,"137","2133","524216"
"10030644",150.6700220000,-33.9062534000,"159","497","0",GREENDALE,"159","2231","521015"
"10030645",150.6694538000,-33.9048179000,"144","496","0",GREENDALE,"144","2150","522831"
"10030646",150.6527055000,-33.9068785000,"133","462","0",GREENDALE,"133","1308","449508"
"10030647",150.6524711000,-33.9082164000,"129","469","0",GREENDALE,"129","1371","455467"
"10030648",150.6633695000,-33.9068104000,"187","542","0",GREENDALE,"187","1266","467371"
"10030649",150.6636037000,-33.9054725000,"190","523","0",GREENDALE,"190","1241","470725"
"10030650",150.6684175000,-33.9060582000,"164","535","0",GREENDALE,"164","2219","506097"
"10030651",150.6575192000,-33.9074647000,"155","512","0",GREENDALE,"155","1271","444079"
"10030652",150.6692197000,-33.9061558000,"157","518","0",GREENDALE,"157","2252","509244"
"10030653",150.6686516000,-33.9047203000,"157","513","0",GREENDALE,"157","1695","521015"
"10030654",150.6817223000,-33.9049433000,"77","194","0",GREENDALE,"77","3072","635724"
"10030655",150.6809200000,-33.9048458000,"71","186","0",GREENDALE,"71","2996","627854"
"10030656",150.6511010000,-33.9066831000,"115","428","0",GREENDALE,"115","1310","446639"
"10030657",150.6519032000,-33.9067808000,"123","447","0",GREENDALE,"123","1315","447158"
"10030658",150.6614311000,-33.9038417000,"172","502","0",GREENDALE,"172","1162","461406"
"10030659",150.6611969000,-33.9051796000,"182","511","0",GREENDALE,"182","1194","457043"
"10030660",150.6609626000,-33.9065175000,"173","522","0",GREENDALE,"173","1257","452008"
"10030661",150.6670470000,-33.9045251000,"184","509","0",GREENDALE,"184","2180","498349"
"10030662",150.6668129000,-33.9058630000,"186","524","0",GREENDALE,"186","1696","498595"
"10030663",150.6545444000,-33.9057361000,"153","482","0",GREENDALE,"153","1277","449507"
"10030664",150.6543101000,-33.9070739000,"131","467","0",GREENDALE,"131","1239","449508"
"10030665",150.6553467000,-33.9058338000,"154","490","0",GREENDALE,"154","1255","443113"
"10030666",150.6551124000,-33.9071716000,"145","502","0",GREENDALE,"145","1277","446522"
"10030667",150.6777108000,-33.9044556000,"47","148","0",GREENDALE,"47","2531","586938"
"10030668",150.6719777000,-33.9044417000,"146","442","0",GREENDALE,"146","2994","552948"
"10030669",150.6646402000,-33.9042322000,"190","496","0",GREENDALE,"190","1607","484198"
"10030670",150.6638379000,-33.9041346000,"168","496","0",GREENDALE,"168","1169","480136"
"10030671",150.6601604000,-33.9064198000,"180","522","0",GREENDALE,"180","1231","449442"
"10030672",150.6785131000,-33.9045532000,"57","163","0",GREENDALE,"57","2640","594000"
"10030673",150.6660106000,-33.9057654000,"175","530","0",GREENDALE,"175","1646","492284"
"10030674",150.6496624000,-33.9078742000,"85","384","0",GREENDALE,"85","1282","471149"
"10030675",150.6444483000,-33.9072391000,"61","250","0",GREENDALE,"61","1471","442270"
"10030676",150.6440880000,-33.9092459000,"60","269","0",GREENDALE,"60","1454","439507"
"10030677",150.6559146000,-33.9072693000,"150","507","0",GREENDALE,"150","1269","444219"
"10030678",150.6497873000,-33.9066663000,"88","388","0",GREENDALE,"88","1294","444613"
"10030679",150.6745016000,-33.9040654000,"88","370","0",GREENDALE,"88","2030","526100"
"10030680",150.6742676000,-33.9054034000,"100","390","0",GREENDALE,"100","2083","521385"
"10030681",150.6833269000,-33.9051383000,"73","203","0",GREENDALE,"73","3658","655944"
"10030682",150.6801177000,-33.9047483000,"71","186","0",GREENDALE,"71","2668","616800"
"10030683",150.6793154000,-33.9046507000,"60","170","0",GREENDALE,"60","2741","605461"
"10030684",150.6436461000,-33.9071413000,"53","229","0",GREENDALE,"53","1467","441938"
"10030685",150.6432894000,-33.9091481000,"58","254","0",GREENDALE,"58","1467","439052"
"10030686",150.6424903000,-33.9090503000,"54","240","0",GREENDALE,"54","1460","437763"
"10030687",150.6617649000,-33.9066151000,"185","535","0",GREENDALE,"185","1247","457990"
"10030688",150.6561490000,-33.9059314000,"161","497","0",GREENDALE,"161","1247","444083"
"10030689",150.6726630000,-33.9052082000,"130","397","0",GREENDALE,"130","2282","526105"
"10030690",150.6728971000,-33.9038703000,"116","381","0",GREENDALE,"116","2287","556150"
"10030691",150.6619992000,-33.9052772000,"187","513","0",GREENDALE,"187","1203","461112"
"10030692",150.6396348000,-33.9066524000,"39","170","0",GREENDALE,"39","1456","427993"
"10030693",150.6747356000,-33.9027275000,"101","365","0",GREENDALE,"101","2370","556146"
"10030694",150.6505331000,-33.9052475000,"110","396","0",GREENDALE,"110","1274","445030"
"10030695",150.6458540000,-33.9050318000,"73","305","0",WALLACIA,"73","1534","466680"
"10030696",150.6571855000,-33.9046912000,"177","488","0",GREENDALE,"177","1209","443594"
"10030697",150.6521376000,-33.9054430000,"123","429","0",GREENDALE,"123","1329","445281"
"10030698",150.6632698000,-33.9026990000,"153","459","0",GREENDALE,"153","2005","479761"
"10030699",150.6630356000,-33.9040369000,"178","497","0",GREENDALE,"178","1219","475894"
"10030700",150.6579878000,-33.9047889000,"185","495","0",GREENDALE,"185","1201","445265"
"10030701",150.6709583000,-33.9009017000,"154","427","0",GREENDALE,"154","3124","572054"
"10030702",150.6715266000,-33.9023372000,"151","425","0",GREENDALE,"151","3106","568429"
"10030703",150.6648743000,-33.9028943000,"180","476","0",GREENDALE,"180","2055","489818"
"10030704",150.6640721000,-33.9027967000,"167","478","0",GREENDALE,"167","1497","486570"
"10030705",150.6651085000,-33.9015564000,"167","464","0",GREENDALE,"167","2004","495841"
"10030706",150.6717606000,-33.9009993000,"125","380","0",GREENDALE,"125","3196","574954"
"10030707",150.6622334000,-33.9039393000,"184","496","0",GREENDALE,"184","1175","464828"
"10030708",150.6624676000,-33.9026014000,"169","472","0",GREENDALE,"169","1517","475484"
"10030709",150.6513353000,-33.9053453000,"98","405","0",GREENDALE,"98","1281","445228"
"10030710",150.6656766000,-33.9029919000,"162","466","0",GREENDALE,"162","2013","494239"
"10030711",150.6483607000,-33.9036165000,"95","352","0",GREENDALE,"95","1344","458190"
"10030712",150.6416891000,-33.9089526000,"46","227","0",GREENDALE,"46","1458","433592"
"10030713",150.6420415000,-33.9069458000,"51","213","0",GREENDALE,"51","1470","437064"
"10030714",150.6696879000,-33.9034800000,"154","468","0",GREENDALE,"154","2085","526549"
"10030715",150.6595923000,-33.9049842000,"184","509","0",GREENDALE,"184","1194","446247"
"10030716",150.6537421000,-33.9056384000,"153","479","0",GREENDALE,"153","1323","454265"
"10030717",150.6603946000,-33.9050819000,"185","514","0",GREENDALE,"185","1193","451708"
"10030718",150.6428438000,-33.9070436000,"52","229","0",GREENDALE,"52","1464","439216"
"10030719",150.6688857000,-33.9033824000,"173","491","0",GREENDALE,"173","2390","524216"
"10030720",150.6662447000,-33.9044275000,"184","510","0",GREENDALE,"184","2114","494132"
"10030721",150.6529399000,-33.9055407000,"144","457","0",GREENDALE,"144","1313","449569"
"10030722",150.6712925000,-33.9036751000,"141","426","0",GREENDALE,"141","2973","556443"
"10030723",150.6402025000,-33.9080881000,"45","191","0",GREENDALE,"45","1467","427022"
"10030724",150.6404370000,-33.9067502000,"44","185","0",GREENDALE,"44","1446","430242"
"10030725",150.6587901000,-33.9048866000,"186","505","0",GREENDALE,"186","1203","445545"
"10030726",150.6408864000,-33.9088548000,"46","227","0",GREENDALE,"46","1503","430003"
"10030727",150.6412393000,-33.9068480000,"48","203","0",GREENDALE,"48","1481","433239"
"10030728",150.6775413000,-33.9030689000,"43","139","0",GREENDALE,"43","1868","585597"
"10030729",150.6704902000,-33.9035776000,"155","461","0",GREENDALE,"155","3018","551104"
"10030730",150.6654424000,-33.9043298000,"190","498","0",GREENDALE,"190","2100","491013"
"10030731",150.7511440000,-33.9297565000,"3576","8936","12",BRINGELLY,"3576","31392","842614"
"10030732",150.7500271000,-33.9295358000,"3777","9194","12",BRINGELLY,"3777","34494","845906"
"10030733",150.7527493000,-33.9299507000,"2669","8557","12",BRINGELLY,"2669","26275","836190"
"10030734",150.7535519000,-33.9300477000,"2555","8326","12",BRINGELLY,"2555","25186","838087"
"10030735",150.7519466000,-33.9298536000,"3280","8897","12",BRINGELLY,"3280","28918","838307"
"10030736",150.7528782000,-33.9245011000,"2904","9917","12",BRINGELLY,"2904","44655","851027"
"10030737",150.7507033000,-33.9228718000,"2744","23522","12",BRINGELLY,"2744","48649","851122"
"10030738",150.7504704000,-33.9242099000,"2833","11442","12",BRINGELLY,"2833","45437","852907"
"10030739",150.7531111000,-33.9231630000,"2289","10175","12",BRINGELLY,"2289","46037","853345"
"10030740",150.7523085000,-33.9230659000,"2722","11559","12",BRINGELLY,"2722","46549","855721"
"10030741",150.7470271000,-33.9251596000,"2843","12260","12",BRINGELLY,"2843","45897","834937"
"10030742",150.7467941000,-33.9264977000,"2926","11264","12",BRINGELLY,"2926","44821","832321"
"10030743",150.7537848000,-33.9287096000,"2947","7907","12",BRINGELLY,"2947","29590","845557"
"10030744",150.7521795000,-33.9285155000,"3474","8689","12",BRINGELLY,"3474","31117","851619"
"10030745",150.7510401000,-33.9256451000,"3158","10394","12",BRINGELLY,"3158","42792","858059"
"10030746",150.7502375000,-33.9255480000,"3228","10308","12",BRINGELLY,"3228","43904","848756"
"10030747",150.7500046000,-33.9268861000,"3520","10000","12",BRINGELLY,"3520","40855","848089"
"10030748",150.7504414000,-33.9280453000,"4225","10172","12",BRINGELLY,"4225","37886","851485"
"10030749",150.7518427000,-33.9257421000,"3262","9446","12",BRINGELLY,"3262","41392","855110"
"10030750",150.7516098000,-33.9270803000,"3585","9791","12",BRINGELLY,"3585","39186","855938"
"10030751",150.7524124000,-33.9271773000,"3468","9320","12",BRINGELLY,"3468","37792","858059"
"10030752",150.7513769000,-33.9284184000,"3882","9146","12",BRINGELLY,"3882","35332","848089"
"10030753",150.7526453000,-33.9258392000,"3137","8929","12",BRINGELLY,"3137","40515","850352"
"10030754",150.7534484000,-33.9259360000,"2726","8283","12",BRINGELLY,"2726","40129","850031"
"10030755",150.7532151000,-33.9272744000,"2925","8233","12",BRINGELLY,"2925","36531","855110"
"10030756",150.7529822000,-33.9286125000,"3046","8173","12",BRINGELLY,"3046","32948","848756"
"10030757",150.7508072000,-33.9269832000,"3785","9954","12",BRINGELLY,"3785","39663","856381"
"10030758",150.7448390000,-33.9250625000,"3692","12381","12",BRINGELLY,"3692","44151","835629"
"10030759",150.7533443000,-33.9218245000,"1640","7324","12",BRINGELLY,"1640","42091","832935"
"10030760",150.7483994000,-33.9266919000,"3218","10305","12",BRINGELLY,"3218","43400","838952"
"10030761",150.7486323000,-33.9253538000,"2916","10063","12",BRINGELLY,"2916","44351","839919"
"10030762",150.7539138000,-33.9232600000,"2151","8914","12",BRINGELLY,"2151","45324","846088"
"10030763",150.7473672000,-33.9291421000,"3108","12294","7",BRINGELLY,"3108","30754","829497"
"10030764",150.7479247000,-33.9300807000,"3437","13646","7",BRINGELLY,"3437","29449","833345"
"10030765",150.7484044000,-33.9295357000,"3228","13603","4",BRINGELLY,"3228","27346","817606"
"10030766",150.7480763000,-33.9290963000,"3221","12566","4",BRINGELLY,"3221","28921","811250"
"10030767",150.7429694000,-33.9224646000,"3362","58809","23",BRINGELLY,"3077","54429","862456"
"10030768",150.7419023000,-33.9223178000,"3184","70762","20",BRINGELLY,"2931","55223","861965"
"10030769",150.7433216000,-33.9206858000,"3093","67392","23",BRINGELLY,"2794","55515","862352"
"10030770",150.7422546000,-33.9205389000,"3486","74648","20",BRINGELLY,"2495","56680","861965"
"10030771",150.7485285000,-33.9212424000,"2521","38028","12",BRINGELLY,"2521","50637","827997"
"10030772",150.7482956000,-33.9225805000,"2641","22586","12",BRINGELLY,"2641","49797","840956"
"10030773",150.7497324000,-33.9213880000,"2061","14058","12",BRINGELLY,"2061","46822","834895"
"10030774",150.7490982000,-33.9226776000,"2593","19671","12",BRINGELLY,"2593","49487","842506"
"10030775",150.7515059000,-33.9229688000,"2627","14866","12",BRINGELLY,"2627","47194","855303"
"10030776",150.7512730000,-33.9243070000,"2922","11799","12",BRINGELLY,"2922","45838","857202"
"10030777",150.7520756000,-33.9244040000,"2483","9300","12",BRINGELLY,"2483","45169","853125"
"10030778",150.7536813000,-33.9245981000,"2414","8727","12",BRINGELLY,"2414","44262","851859"
"10030779",150.7496678000,-33.9241128000,"2662","12145","12",BRINGELLY,"2662","46445","850567"
"10030780",150.7480627000,-33.9239186000,"2567","15431","12",BRINGELLY,"2567","48153","841683"
"10030781",150.7472601000,-33.9238215000,"2542","18657","12",BRINGELLY,"2542","48832","836764"
"10030782",150.7488652000,-33.9240157000,"2672","14085","12",BRINGELLY,"2672","46995","844979"
"10030783",150.7473537000,-33.9183516000,"1405","38830","12",BRINGELLY,"1405","58449","864534"
"10030784",150.7499007000,-33.9227747000,"2707","16004","12",BRINGELLY,"2707","48491","848697"
"10030785",150.7517388000,-33.9216307000,"2517","14006","12",BRINGELLY,"2517","47406","845844"
"10030786",150.7509362000,-33.9215336000,"2480","23252","12",BRINGELLY,"2480","48553","839677"
"10030787",150.7525418000,-33.9217275000,"1957","8718","12",BRINGELLY,"1957","44574","841238"
"10030788",150.8158049000,-33.9323755000,"2509","53829","150",AUSTRAL,"2054","28169","1125020"
"10030789",150.8143230000,-33.9312432000,"2436","62486","226",AUSTRAL,"2324","27299","1120300"
"10030790",150.8167934000,-33.9242288000,"4943","42290","0",AUSTRAL,"4913","22143","1339023"
"10030791",150.8159515000,-33.9252244000,"4805","41436","150",AUSTRAL,"4763","23777","1316874"
"10030792",150.8196419000,-33.9257440000,"2220","27171","150",AUSTRAL,"2250","21821","1420291"
"10030793",150.8202317000,-33.9250623000,"2797","31426","150",AUSTRAL,"2130","21193","1456589"
"10030794",150.8172167000,-33.9254009000,"5640","37175","150",AUSTRAL,"5003","22153","1362321"
"10030795",150.8188735000,-33.9215488000,"9949","68128","150",AUSTRAL,"1620","21055","1471350"
"10030796",150.8198081000,-33.9213586000,"6372","59330","150",AUSTRAL,"1710","20657","1493585"
"10030797",150.8294104000,-33.9286757000,"273","25189","29",WEST HOXTON,"273","13094","1143439"
"10030798",150.8246328000,-33.9249429000,"1500","10248","150",AUSTRAL,"1500","20394","1541316"
"10030799",150.8265489000,-33.9211855000,"990","24332","150",AUSTRAL,"1020","14830","1637621"
"10030800",150.8238092000,-33.9211696000,"5587","41504","150",AUSTRAL,"1410","19949","1577278"
"10030801",150.8222854000,-33.9209612000,"5779","53004","150",AUSTRAL,"1530","20236","1540075"
"10030802",150.8209955000,-33.9207759000,"5871","61733","150",AUSTRAL,"1530","20687","1522618"
"10030803",150.8169303000,-33.9214792000,"11290","85090","226",AUSTRAL,"4493","21695","1416676"
"10030804",150.8191163000,-33.9204690000,"7848","74269","226",AUSTRAL,"1590","20699","1489255"
"10030805",150.8152837000,-33.9264444000,"5977","42328","150",AUSTRAL,"5887","25292","1273579"
"10030806",150.8142433000,-33.9257137000,"9588","49494","150",AUSTRAL,"5857","25928","1243196"
"10030807",150.8188705000,-33.9315831000,"1657","31247","150",AUSTRAL,"1657","25367","1248080"
"10030808",150.8170504000,-33.9321245000,"3051","49516","0",AUSTRAL,"2504","26965","1139611"
"10030809",150.8165567000,-33.9331439000,"2667","54388","150",AUSTRAL,"1934","27871","1139243"
"10030810",150.8176998000,-33.9317827000,"2354","30076","150",AUSTRAL,"2354","25100","1194590"
"10030811",150.8180189000,-33.9303346000,"2654","37187","150",AUSTRAL,"2654","25781","1257364"
"10030812",150.8147833000,-33.9323755000,"9812","70692","226",AUSTRAL,"1994","29157","1113790"
"10030813",150.8203679000,-33.9327130000,"2114","33268","150",AUSTRAL,"2114","25686","1268294"
"10030814",150.8191110000,-33.9303982000,"2894","29511","150",AUSTRAL,"2894","24277","1260270"
"10030815",150.8172832000,-33.9294401000,"2926","41877","150",AUSTRAL,"2864","25795","1245502"
"10030816",150.8180705000,-33.9255209000,"3494","34106","150",AUSTRAL,"2130","22437","1362321"
"10030817",150.8203988000,-33.9243001000,"2741","33772","150",AUSTRAL,"2070","20871","1461730"
"10030818",150.8141173000,-33.9263465000,"5707","52519","150",AUSTRAL,"5737","26042","1243196"
"10030819",150.8215225000,-33.9251983000,"2100","23670","150",AUSTRAL,"2100","21147","1491891"
"10030820",150.8139743000,-33.9270643000,"5647","49177","150",AUSTRAL,"5647","27048","1227349"
"10030821",150.8199392000,-33.9264877000,"2160","25508","150",AUSTRAL,"2160","21654","1430064"
"10030822",150.8216785000,-33.9244773000,"1830","27934","150",AUSTRAL,"1830","20531","1491596"
"10030823",150.8161043000,-33.9267154000,"6112","48509","150",AUSTRAL,"6007","25250","1269136"
"10030824",150.8248763000,-33.9223925000,"4043","32436","150",AUSTRAL,"1170","16118","1575010"
"10030825",150.8182474000,-33.9247355000,"6337","43741","150",AUSTRAL,"2160","21247","1407505"
"10030826",150.8280697000,-33.9230823000,"1552","19247","0",WEST HOXTON,"1552","25340","1629362"
"10030827",150.8263105000,-33.9226178000,"1050","14646","150",AUSTRAL,"1050","20084","1616621"
"10030828",150.8218189000,-33.9238113000,"1830","28163","150",AUSTRAL,"1830","20537","1491657"
"10030829",150.8186534000,-33.9240398000,"3408","46587","150",AUSTRAL,"2040","21253","1409494"
"10030830",150.8228279000,-33.9239381000,"5190","29329","150",AUSTRAL,"1710","20529","1525230"
"10030831",150.8143613000,-33.9251216000,"9618","55074","150",AUSTRAL,"5857","25595","1259701"
"10030832",150.8195122000,-33.9228199000,"3572","50004","150",AUSTRAL,"1950","21263","1473451"
"10030833",150.8138304000,-33.9277974000,"2819","44962","150",AUSTRAL,"2774","26278","1175864"
"10030834",150.8177830000,-33.9269519000,"3404","39966","150",AUSTRAL,"3404","23743","1324827"
"10030835",150.8174772000,-33.9284743000,"3187","40756","150",AUSTRAL,"2954","25078","1268301"
"10030836",150.8137009000,-33.9284642000,"2824","54089","150",AUSTRAL,"2624","26969","1172602"
"10030837",150.8158824000,-33.9234686000,"5902","66106","226",AUSTRAL,"4433","21701","1318882"
"10030838",150.8173137000,-33.9228613000,"3662","51393","226",AUSTRAL,"1950","21265","1385285"
"10030839",150.8169272000,-33.9268315000,"2010","35839","150",AUSTRAL,"2010","23363","1324827"
"10030840",150.8186771000,-33.9270565000,"2160","32146","150",AUSTRAL,"3494","22385","1370608"
"10030841",150.8147690000,-33.9231526000,"4491","70267","226",AUSTRAL,"4463","24247","1281216"
"10030842",150.8206834000,-33.9229232000,"3134","44151","150",AUSTRAL,"1800","20929","1493831"
"10030843",150.8208077000,-33.9221820000,"5981","45068","150",AUSTRAL,"1800","20607","1499166"
"10030844",150.8220921000,-33.9223674000,"2383","36886","150",AUSTRAL,"1710","20573","1517227"
"10030845",150.8241232000,-33.9204879000,"1050","29958","150",AUSTRAL,"1050","15216","1580416"
"10030846",150.8258347000,-33.9236482000,"1320","18083","150",AUSTRAL,"1320","19843","1588518"
"10030847",150.8246558000,-33.9235330000,"1380","23766","150",AUSTRAL,"1380","19814","1575518"
"10030848",150.8185890000,-33.9229825000,"3284","44602","150",AUSTRAL,"1950","21251","1434847"
"10030849",150.8219625000,-33.9230955000,"1770","32935","150",AUSTRAL,"1770","20553","1517295"
"10030850",150.8236944000,-33.9240433000,"1500","12559","150",AUSTRAL,"1500","19847","1525493"
"10030851",150.8205393000,-33.9236295000,"2677","33653","150",AUSTRAL,"2010","21225","1461499"
"10030852",150.8221993000,-33.9216302000,"2984","41292","150",AUSTRAL,"1590","20212","1526399"
"10030853",150.8149854000,-33.9221284000,"10665","76585","226",AUSTRAL,"4373","22067","1324403"
"10030854",150.8235486000,-33.9224463000,"1560","30741","150",AUSTRAL,"1560","19860","1545837"
"10030855",150.8209170000,-33.9214476000,"5955","50825","150",AUSTRAL,"1710","20967","1516567"
"10030856",150.7271962000,-33.9213924000,"2120","46411","12",BRINGELLY,"2120","49101","814897"
"10030857",150.7255912000,-33.9211979000,"1972","40577","12",BRINGELLY,"1972","47297","795910"
"10030858",150.7245553000,-33.9224387000,"1708","22619","12",BRINGELLY,"1708","44738","789433"
"10030859",150.7300433000,-33.9285686000,"644","5153","12",BRINGELLY,"644","40130","803407"
"10030860",150.7266270000,-33.9199571000,"2616","50722","12",BRINGELLY,"2616","50447","814780"
"10030861",150.7263937000,-33.9212952000,"2117","43092","12",BRINGELLY,"2117","48018","800882"
"10030862",150.7224640000,-33.9246713000,"1521","5867","12",BRINGELLY,"1521","39968","773593"
"10030863",150.7258244000,-33.9198599000,"2497","48420","12",BRINGELLY,"2497","49226","807606"
"10030864",150.7229503000,-33.9222442000,"1687","11524","12",BRINGELLY,"1687","43154","783446"
"10030865",150.7231836000,-33.9209062000,"2013","23675","12",BRINGELLY,"2013","44248","775520"
"10030866",150.7234169000,-33.9195681000,"2354","37995","12",BRINGELLY,"2354","46433","781197"
"10030867",150.7227169000,-33.9235823000,"1516","7891","12",BRINGELLY,"1516","41504","770857"
"10030868",150.7286879000,-33.9229249000,"1979","45736","12",BRINGELLY,"1979","49363","834947"
"10030869",150.7284339000,-33.9242884000,"1511","32094","12",BRINGELLY,"1511","45801","828373"
"10030870",150.7288852000,-33.9218654000,"2055","46608","12",BRINGELLY,"2055","49979","836874"
"10030871",150.7291755000,-33.9203070000,"2393","54105","12",BRINGELLY,"2255","51096","837253"
"10030872",150.7284652000,-33.9188135000,"2795","56289","12",BRINGELLY,"2720","52138","829342"
"10030873",150.7282320000,-33.9201516000,"2177","46400","12",BRINGELLY,"2177","49212","829527"
"10030874",150.7279987000,-33.9214896000,"2166","49818","12",BRINGELLY,"2166","50203","822060"
"10030875",150.7274295000,-33.9200543000,"2616","54778","12",BRINGELLY,"2553","51426","820707"
"10030876",150.7242194000,-33.9196654000,"2252","41291","12",BRINGELLY,"2252","47037","787994"
"10030877",150.7239861000,-33.9210034000,"1967","34318","12",BRINGELLY,"1967","45505","781157"
"10030878",150.7247886000,-33.9211007000,"1944","38178","12",BRINGELLY,"1944","46306","788779"
"10030879",150.7307236000,-33.9226249000,"2066","62844","10",BRINGELLY,"1827","52262","833604"
"10030880",150.7314729000,-33.9231844000,"2000","63659","11",BRINGELLY,"1872","52840","817286"
